,Loan_ID,cluster_Kmeans_outlier_removed,Kmeans_pca_clusters,Kmeans_pca_pipeline_clusters,KPrototypes_with_org_feat,KPrototypes_with_encode_feat,Kmeans_pca_mca
3142,10173908,1,1,1,1,1,1
3143,10271508,0,0,0,1,1,0
3144,10224929,1,0,0,1,1,0
3145,10120706,1,1,0,1,1,1
3146,10167158,0,0,0,1,1,0
3147,10214432,0,1,0,1,1,1
3148,10137408,1,1,1,1,1,1
3149,10129563,0,0,0,1,1,0
3150,10132868,0,1,1,1,1,1
3151,10031997,1,1,1,1,1,1
3152,10227482,1,1,1,1,1,1
3153,10176583,1,1,0,1,1,1
3154,10244466,1,1,0,1,1,1
3155,10026955,1,1,1,1,1,1
3156,10100381,0,1,1,1,1,1
3157,10127226,1,1,1,1,1,1
3158,10144701,1,0,1,1,1,0
3159,10237119,0,1,0,1,1,1
3160,10130487,0,1,1,1,1,1
3161,10062815,1,1,0,1,1,1
3162,10144079,1,1,0,1,1,1
3163,10047457,0,1,1,1,1,1
3164,10258213,1,0,1,1,1,0
3165,10194161,0,0,0,1,1,0
3166,10060849,1,1,1,1,1,1
3167,10063538,1,0,1,1,1,0
3168,10082927,1,1,1,1,1,1
3169,10006298,1,1,0,1,1,1
3170,10066944,1,1,0,1,1,1
3171,10194085,1,0,1,1,1,0
3172,10261202,1,1,1,1,1,1
3173,10006320,1,1,0,1,1,1
3174,10176529,1,0,0,1,1,0
3175,10239606,1,0,0,1,1,0
3176,10093919,1,1,0,1,1,1
3177,10073298,0,0,0,1,1,0
3178,10166919,1,0,0,1,1,0
3179,10233944,0,0,0,1,1,0
3180,10106117,1,0,1,1,1,0
3181,10164897,1,1,1,1,1,1
3182,10178725,0,1,1,1,1,1
3183,10116147,0,1,0,1,1,1
3184,10144687,1,1,1,1,1,1
3185,10069033,1,1,0,1,1,1
3186,10241648,0,0,0,1,1,0
3187,10159530,0,0,0,1,1,0
3188,10146011,1,0,1,1,1,0
3189,10186863,1,1,0,1,1,1
3190,10082281,0,1,0,1,1,1
3191,10148771,1,1,0,1,1,1
3192,10246873,1,0,0,1,1,0
3193,10091419,1,0,0,1,1,0
3194,10000197,1,0,0,1,1,0
3195,10176077,1,0,1,1,1,0
3196,10130532,0,1,0,1,1,1
3197,10217480,0,0,1,1,1,0
3198,10066227,0,1,0,1,1,1
3199,10245478,1,0,1,0,0,0
3200,10105372,0,1,0,1,1,1
3201,10253538,0,1,0,1,1,1
3202,10240276,1,0,1,1,1,0
3203,10199794,0,0,1,1,1,0
3204,10076187,1,1,0,1,1,1
3205,10155855,0,1,1,1,1,1
3206,10066476,1,0,0,1,1,0
3207,10025321,0,1,1,1,1,1
3208,10222727,1,1,0,1,1,1
3209,10164891,0,1,1,1,1,1
3210,10003717,0,0,1,1,1,0
3211,10176865,1,0,0,0,0,0
3212,10010763,1,0,0,0,0,0
3213,10110463,0,1,1,1,1,1
3214,10127868,0,1,1,0,0,1
3215,10010197,1,0,0,1,1,0
3216,10117373,1,1,0,1,1,1
3217,10120908,1,0,0,1,1,0
3218,10219314,0,1,1,1,1,1
3219,10062769,0,0,1,1,1,0
3220,10244549,1,0,1,0,0,0
3221,10150187,1,1,0,1,1,1
3222,10263964,1,0,0,1,1,0
3223,10106012,1,1,1,1,1,1
3224,10124920,1,1,1,1,1,1
3225,10241066,0,1,1,1,1,1
3226,10243730,0,0,1,1,1,0
3227,10002708,0,0,1,0,0,0
3228,10161144,1,0,0,0,0,0
3229,10057777,1,0,1,0,0,0
3230,10187347,1,1,1,1,1,1
3231,10183519,0,1,1,1,1,1
3232,10260140,1,1,0,1,1,1
3233,10020367,1,0,0,1,1,0
3234,10110581,0,0,1,1,1,0
3235,10145651,0,1,1,1,1,1
3236,10123039,1,1,1,1,1,1
3237,10210584,0,0,0,1,1,0
3238,10008438,1,0,0,1,1,0
3239,10011018,1,0,1,1,1,0
3240,10083757,1,0,0,1,1,0
3241,10197333,0,0,0,1,1,0
3242,10251388,1,1,0,1,1,1
3243,10124617,1,1,0,1,1,1
3244,10060672,1,0,0,1,1,0
3245,10144243,0,0,0,1,1,0
3246,10098555,1,0,0,1,1,0
3247,10142573,1,1,1,1,1,1
3248,10237209,1,1,0,1,1,1
3249,10256815,1,0,1,1,1,0
3250,10225858,1,1,1,1,1,1
3251,10124097,1,0,1,1,1,0
3252,10218959,0,1,1,1,1,1
3253,10085787,1,1,0,1,1,1
3254,10108982,0,1,0,1,1,1
3255,10113054,0,0,0,0,0,0
3256,10128954,1,1,0,1,1,1
3257,10018927,1,0,0,1,1,0
3258,10076962,0,1,0,1,1,1
3259,10242653,1,0,0,1,1,0
3260,10240962,0,0,1,1,1,0
3261,10022638,1,1,1,1,1,1
3262,10049111,0,1,0,1,1,1
3263,10208927,1,0,1,1,1,0
3264,10094182,0,0,0,1,1,0
3265,10136619,1,1,1,1,1,1
3266,10244678,1,0,0,1,1,0
3267,10069881,1,1,0,1,1,1
3268,10110892,1,0,0,1,1,0
3269,10079032,0,0,1,1,1,0
3270,10025726,1,1,1,1,1,1
3271,10046245,1,0,0,1,1,0
3272,10263507,1,1,0,1,1,1
3273,10268716,1,1,0,1,1,1
3274,10248920,1,1,0,1,1,1
3275,10250139,1,1,0,1,1,1
3276,10046058,1,1,1,1,1,1
3277,10194028,1,0,0,1,1,0
3278,10223315,1,1,1,1,1,1
3279,10219370,1,1,0,0,0,1
3280,10069811,1,0,0,1,1,0
3281,10165851,1,1,1,1,1,1
3282,10173294,0,1,1,1,1,1
3283,10266725,0,0,1,1,1,0
3284,10037433,0,0,1,0,0,0
3285,10071147,1,1,0,1,1,1
3286,10032648,1,0,1,1,1,0
3287,10215224,0,0,0,0,0,0
3288,10097423,1,1,0,1,1,1
3289,10178310,1,0,0,0,0,0
3290,10260702,0,1,0,1,1,1
3291,10179009,1,0,1,0,0,0
3292,10269536,1,1,0,1,1,1
3293,10017795,0,1,0,1,1,1
3294,10003918,1,0,0,0,0,0
3295,10108961,0,0,0,0,0,0
3296,10118555,1,0,1,1,1,0
3297,10259958,1,0,1,1,1,0
3298,10217284,1,1,0,1,1,1
3299,10256116,0,1,0,1,1,1
3300,10269830,0,0,0,1,1,0
3301,10198262,0,0,1,0,0,0
3302,10211047,1,1,1,1,1,1
3303,10011911,1,1,0,1,1,1
3304,10197055,0,1,0,1,1,1
3305,10073791,0,1,0,1,1,1
3306,10076563,1,0,1,1,1,0
3307,10037334,1,1,0,1,1,1
3308,10048757,0,0,0,1,1,0
3309,10148067,0,0,0,1,1,0
3310,10022443,1,1,1,1,1,1
3311,10146617,1,0,0,1,1,0
3312,10042272,1,1,0,1,1,1
3313,10253968,0,1,0,1,1,1
3314,10119781,1,0,0,1,1,0
3315,10063780,1,1,1,1,1,1
3316,10190068,1,1,0,1,1,1
3317,10048950,0,1,1,0,0,1
3318,10217621,1,1,1,1,1,1
3319,10129902,1,0,0,1,1,0
3320,10045318,1,1,1,1,1,1
3321,10235056,1,1,1,1,1,1
3322,10080062,0,1,0,1,1,1
3323,10061894,0,1,1,1,1,1
3324,10002591,0,1,0,1,1,1
3325,10174306,0,0,1,1,1,0
3326,10256501,1,1,1,1,1,1
3327,10091042,0,1,0,1,1,0
3328,10160111,0,1,0,1,1,1
3329,10212237,1,1,0,1,1,1
3330,10128228,0,1,1,1,1,1
3331,10205423,1,1,1,1,1,1
3332,10123126,0,1,0,1,1,1
3333,10031732,0,0,1,1,1,0
3334,10062887,0,1,0,1,1,1
3335,10106725,1,1,0,1,1,1
3336,10115523,1,0,1,1,1,0
3337,10033306,1,1,1,1,1,1
3338,10252019,1,1,1,1,1,1
3339,10052511,0,1,1,1,1,1
3340,10149905,1,1,0,1,1,1
3341,10239775,1,0,0,0,0,0
3342,10055493,1,1,0,0,0,1
3343,10177046,1,1,1,1,1,1
3344,10231321,1,1,0,1,1,1
3345,10144334,1,1,0,1,1,1
3346,10061366,0,0,0,1,1,0
3347,10126954,1,1,1,1,1,1
3348,10230968,0,0,1,1,1,0
3349,10003427,0,1,0,1,1,1
3350,10104714,0,1,0,1,1,1
3351,10174014,0,1,0,1,1,1
3352,10212541,1,1,1,1,1,1
3353,10123630,1,1,1,1,1,1
3354,10087200,0,1,0,1,1,1
3355,10239486,0,0,0,1,1,0
3356,10215408,1,1,0,1,1,1
3357,10135414,0,1,1,1,1,1
3358,10255115,1,1,1,0,0,1
3359,10269384,0,0,0,0,0,0
3360,10045320,0,1,0,1,1,1
3361,10208786,0,0,0,1,1,0
3362,10114731,0,0,0,1,1,0
3363,10107062,1,0,1,1,1,0
3364,10249604,1,1,0,1,1,1
3365,10181659,0,1,0,1,1,1
3366,10167385,1,1,0,1,1,1
3367,10057133,0,1,0,1,1,1
3368,10236791,1,1,0,0,0,1
3369,10078535,0,1,0,1,1,1
3370,10075445,1,0,0,1,1,0
3371,10029861,1,0,0,1,1,0
3372,10256833,0,1,0,1,1,1
3373,10032955,1,0,0,1,1,0
3374,10165061,1,0,1,1,1,0
3375,10015528,1,1,1,1,1,1
3376,10028561,1,1,0,1,1,1
3377,10066059,1,1,0,1,1,1
3378,10117054,1,0,0,1,1,0
3379,10049969,1,0,1,1,1,0
3380,10222866,1,0,0,1,1,0
3381,10262312,0,1,0,1,1,1
3382,10009001,1,0,1,1,1,0
3383,10195728,1,1,1,1,1,1
3384,10270608,0,0,1,1,1,0
3385,10218893,0,1,0,0,0,1
3386,10086772,1,1,0,1,1,1
3387,10016698,1,0,0,1,1,0
3388,10183087,1,1,0,1,1,1
3389,10264184,1,1,0,1,1,1
3390,10140958,1,0,0,1,1,0
3391,10048792,1,1,0,1,1,1
3392,10111819,0,1,1,1,1,1
3393,10197828,0,0,1,0,0,0
3394,10198668,1,1,0,1,1,1
3395,10058485,1,1,0,0,0,1
3396,10219074,1,1,0,1,1,1
3397,10147538,1,1,0,1,1,1
3398,10098725,0,1,0,1,1,1
3399,10191038,1,1,1,0,0,1
3400,10170206,1,1,1,1,1,1
3401,10142346,1,1,0,1,1,1
3402,10201120,1,0,0,1,1,0
3403,10052638,0,1,1,1,1,1
3404,10009071,1,1,0,1,1,1
3405,10053358,1,0,1,1,1,0
3406,10098046,1,1,0,1,1,1
3407,10037342,1,0,0,1,1,0
3408,10012104,0,1,0,1,1,1
3409,10149167,0,1,1,1,1,1
3410,10031583,0,0,0,1,1,0
3411,10104569,1,1,0,1,1,0
3412,10008268,0,1,0,1,1,1
3413,10092851,1,0,0,1,1,0
3414,10202167,1,1,0,1,1,1
3415,10096676,1,1,1,1,1,1
3416,10042490,1,1,1,1,1,1
3417,10064179,1,0,0,0,0,0
3418,10266709,1,0,0,1,1,0
3419,10190120,0,0,0,1,1,0
3420,10002127,1,0,1,1,1,0
3421,10197264,0,0,1,0,0,0
3422,10181846,1,1,0,1,1,1
3423,10254310,1,0,0,1,1,0
3424,10209218,1,0,0,1,1,0
3425,10260662,1,0,1,1,1,0
3426,10259517,1,1,1,1,1,1
3427,10089026,1,1,1,1,1,1
3428,10069101,1,0,0,1,1,0
3429,10270049,0,1,0,1,1,1
3430,10105438,0,0,0,1,1,0
3431,10178224,1,0,1,0,0,0
3432,10209033,1,1,0,1,1,1
3433,10170454,1,0,1,1,1,0
3434,10078905,1,1,0,1,1,1
3435,10094198,0,0,0,1,1,0
3436,10153677,1,1,0,1,1,1
3437,10177682,0,1,1,1,1,1
3438,10084375,1,0,0,1,1,0
3439,10048403,0,1,1,1,1,1
3440,10260866,0,0,0,1,1,0
3441,10044975,0,1,1,1,1,1
3442,10236692,1,0,1,0,0,0
3443,10170122,1,1,0,1,1,1
3444,10000382,0,0,0,1,1,0
3445,10042037,1,1,0,1,1,1
3446,10233011,0,0,1,1,1,0
3447,10082521,0,0,0,1,1,0
3448,10077781,1,1,1,1,1,1
3449,10040624,1,0,1,0,0,0
3450,10221206,0,1,1,1,1,1
3451,10057487,1,1,1,1,1,1
3452,10047499,0,0,1,1,1,0
3453,10196707,1,0,1,0,0,0
3454,10024678,1,0,0,1,1,0
3455,10183156,1,1,1,1,1,1
3456,10065762,1,0,1,1,1,0
3457,10032465,0,1,1,1,1,1
3458,10015505,1,0,1,0,0,0
3459,10119573,0,1,0,1,1,1
3460,10079192,0,0,1,1,1,0
3461,10218710,1,1,0,1,1,1
3462,10042890,1,1,0,1,1,1
3463,10144503,0,1,0,1,1,1
3464,10204846,0,1,1,1,1,1
3465,10007107,1,1,0,1,1,1
3466,10184478,1,0,1,1,1,0
3467,10007034,1,0,0,1,1,0
3468,10101242,0,1,1,1,1,1
3469,10054370,0,1,0,1,1,1
3470,10189522,1,0,1,0,0,0
3471,10182728,1,0,1,1,1,0
3472,10010899,1,1,0,1,1,1
3473,10133439,0,0,1,1,1,0
3474,10237491,1,0,1,1,1,0
3475,10196553,0,1,1,1,1,1
3476,10115185,0,0,1,1,1,0
3477,10071756,1,1,1,1,1,1
3478,10201863,1,0,0,1,1,0
3479,10007358,1,1,0,1,1,1
3480,10183946,1,1,0,1,1,1
3481,10229302,1,1,0,1,1,1
3482,10196990,0,1,0,1,1,1
3483,10220968,0,1,1,0,0,1
3484,10011341,0,1,0,1,1,1
3485,10055465,1,1,0,1,1,1
3486,10256234,0,0,0,1,1,0
3487,10004938,0,0,1,1,1,0
3488,10071483,1,1,0,1,1,1
3489,10154164,1,0,1,1,1,0
3490,10099583,1,1,0,1,1,1
3491,10015070,1,1,1,1,1,1
3492,10100268,1,0,1,1,1,0
3493,10081420,1,1,0,1,1,1
3494,10140649,1,1,0,1,1,1
3495,10181255,1,0,1,1,1,0
3496,10222068,1,1,0,1,1,1
3497,10169495,1,0,1,0,0,0
3498,10167865,0,1,0,1,1,1
3499,10059965,1,1,0,1,1,1
3500,10272136,1,0,0,1,1,0
3501,10172168,0,1,1,1,1,1
3502,10053866,1,0,1,1,1,0
3503,10144942,1,1,1,1,1,1
3504,10214586,0,0,1,1,1,0
3505,10003528,0,0,0,0,0,0
3506,10269110,0,1,0,1,1,1
3507,10094807,0,0,0,1,1,0
3508,10050051,0,0,0,1,1,0
3509,10262313,1,1,1,1,1,1
3510,10035165,1,0,0,0,0,0
3511,10113792,0,0,0,1,1,0
3512,10126581,1,1,1,1,1,1
3513,10241896,0,0,1,1,1,0
3514,10105548,1,1,1,1,1,1
3515,10108023,0,0,1,1,1,0
3516,10239109,1,0,0,1,1,0
3517,10091379,1,1,0,1,1,1
3518,10174461,1,1,1,1,1,1
3519,10130820,1,0,1,1,1,0
3520,10121194,1,0,1,0,0,0
3521,10006312,1,1,1,1,1,1
3522,10121629,1,1,0,1,1,1
3523,10099308,1,1,0,1,1,1
3524,10203110,1,0,0,1,1,0
3525,10158052,1,0,0,1,1,0
3526,10187997,0,0,1,1,1,0
3527,10044683,1,0,0,1,1,0
3528,10092486,1,1,1,1,1,1
3529,10039397,0,1,0,1,1,1
3530,10154702,0,1,0,1,1,1
3531,10007191,0,0,0,1,1,0
3532,10044759,1,0,0,1,1,0
3533,10252127,0,0,1,1,1,0
3534,10254805,0,1,0,1,1,1
3535,10161720,1,1,1,1,1,1
3536,10036583,1,1,1,1,1,1
3537,10022403,1,0,0,1,1,0
3538,10000515,0,0,0,1,1,0
3539,10067802,1,1,1,1,1,1
3540,10182259,0,0,0,0,0,0
3541,10000751,1,0,0,1,1,0
3542,10026198,0,1,0,1,1,1
3543,10238648,0,0,0,0,0,0
3544,10248981,0,1,0,1,1,1
3545,10208318,1,1,1,1,1,1
3546,10167075,0,0,1,1,1,0
3547,10273480,1,1,0,1,1,1
3548,10062966,1,0,1,1,1,0
3549,10114823,1,0,0,1,1,0
3550,10244405,1,1,1,1,1,1
3551,10141845,1,1,1,1,1,1
3552,10224725,1,0,1,1,1,0
3553,10218706,1,1,1,1,1,1
3554,10171325,1,1,0,1,1,1
3555,10203547,0,0,1,1,1,0
3556,10160907,0,0,1,1,1,0
3557,10194972,1,1,1,1,1,1
3558,10098037,0,1,0,1,1,1
3559,10075958,0,1,0,1,1,1
3560,10066368,1,1,1,1,1,1
3561,10271064,1,1,0,1,1,1
3562,10215527,0,0,1,1,1,0
3563,10095506,1,0,1,1,1,0
3564,10173660,0,1,0,1,1,1
3565,10272594,1,1,0,1,1,1
3566,10170391,0,1,1,1,1,1
3567,10037431,0,1,1,1,1,1
3568,10170342,1,1,0,1,1,1
3569,10165421,0,1,1,1,1,1
3570,10255260,1,1,1,1,1,1
3571,10175312,1,1,0,1,1,1
3572,10226297,0,0,0,0,0,0
3573,10195200,0,0,0,1,1,0
3574,10122660,1,1,1,1,1,1
3575,10190975,0,1,1,1,1,1
3576,10090894,0,0,1,1,1,0
3577,10203525,0,1,1,1,1,1
3578,10073581,0,1,0,1,1,1
3579,10068147,1,0,1,0,0,0
3580,10129936,0,1,0,1,1,1
3581,10026124,1,1,0,1,1,1
3582,10072784,1,0,0,0,0,0
3583,10067480,1,1,0,1,1,1
3584,10178590,0,0,0,1,1,0
3585,10026570,0,0,0,1,1,0
3586,10096469,1,0,0,1,1,0
3587,10024516,1,1,0,1,1,1
3588,10069854,1,1,0,1,1,1
3589,10046361,0,1,0,1,1,1
3590,10010557,0,1,0,1,1,1
3591,10180234,0,0,1,1,1,0
3592,10098649,0,1,0,1,1,1
3593,10009195,0,0,1,1,1,0
3594,10176236,1,1,0,1,1,1
3595,10124258,1,1,0,1,1,1
3596,10259097,0,1,1,1,1,1
3597,10156845,1,1,1,1,1,1
3598,10195087,0,1,0,1,1,1
3599,10095978,1,1,0,1,1,1
3600,10190855,1,1,1,1,1,1
3601,10246341,1,1,1,1,1,1
3602,10238642,1,1,1,1,1,1
3603,10042327,0,0,1,1,1,0
3604,10143153,0,0,0,1,1,0
3605,10205434,1,1,1,1,1,1
3606,10101964,0,0,1,0,0,0
3607,10053148,1,1,0,0,0,1
3608,10127376,0,0,1,1,1,0
3609,10019435,1,1,1,1,1,1
3610,10020136,0,0,0,1,1,0
3611,10041072,1,1,1,1,1,1
3612,10148263,0,1,0,1,1,1
3613,10152119,1,1,0,1,1,1
3614,10139223,1,0,0,0,0,0
3615,10168742,0,1,0,1,1,1
3616,10121028,1,0,0,1,1,0
3617,10244308,1,1,0,1,1,1
3618,10016579,1,1,1,1,1,1
3619,10066235,1,1,0,1,1,1
3620,10258391,1,1,1,1,1,1
3621,10098705,1,1,0,1,1,1
3622,10110545,1,1,1,1,1,1
3623,10117820,1,1,0,1,1,1
3624,10268220,0,1,0,1,1,1
3625,10135972,1,0,0,0,0,0
3626,10112425,1,0,0,1,1,0
3627,10143006,0,1,1,1,1,1
3628,10180440,1,0,0,1,1,0
3629,10171940,1,1,0,1,1,1
3630,10187961,1,1,0,1,1,1
3631,10191387,0,1,0,1,1,1
3632,10089480,1,0,0,1,1,0
3633,10150816,0,1,0,1,1,1
3634,10006958,1,0,0,1,1,0
3635,10204623,1,0,0,1,1,0
3636,10020075,1,0,1,1,1,0
3637,10048584,1,1,1,1,1,1
3638,10014647,0,0,0,1,1,0
3639,10117896,0,1,0,1,1,1
3640,10043695,0,1,0,1,1,1
3641,10000521,1,1,0,1,1,1
3642,10229230,1,1,1,1,1,1
3643,10214850,1,0,0,1,1,0
3644,10044100,0,1,0,1,1,1
3645,10002283,0,1,1,1,1,1
3646,10175741,0,0,1,1,1,0
3647,10173193,1,1,1,1,1,1
3648,10185580,1,0,0,1,1,0
3649,10178890,1,0,0,1,1,0
3650,10187490,1,0,1,1,1,0
3651,10240979,0,1,1,1,1,0
3652,10083564,1,1,0,1,1,1
3653,10247655,1,1,0,1,1,1
3654,10272100,1,1,0,1,1,1
3655,10112903,1,0,0,1,1,0
3656,10149641,1,1,0,1,1,1
3657,10076076,1,0,0,1,1,0
3658,10245404,0,1,1,1,1,1
3659,10112876,1,0,0,1,1,0
3660,10003064,0,1,0,1,1,1
3661,10174886,1,0,0,1,1,0
3662,10011751,0,0,0,1,1,0
3663,10122726,0,0,0,1,1,0
3664,10185958,1,1,0,1,1,1
3665,10169991,0,1,1,1,1,1
3666,10226857,0,1,0,1,1,1
3667,10121063,1,1,0,1,1,1
3668,10126294,0,1,1,1,1,1
3669,10213366,1,0,1,1,1,0
3670,10044998,1,1,0,1,1,1
3671,10271430,1,1,0,1,1,1
3672,10187768,1,0,0,0,0,0
3673,10174740,1,1,0,1,1,1
3674,10098020,1,1,1,0,0,1
3675,10061594,1,0,0,0,0,0
3676,10258647,1,0,0,0,0,0
3677,10225830,0,0,0,1,1,0
3678,10159028,0,1,1,1,1,1
3679,10092953,1,1,0,1,1,1
3680,10183559,1,0,1,1,1,0
3681,10201847,1,1,1,1,1,1
3682,10188035,0,1,0,1,1,1
3683,10087324,1,0,0,1,1,0
3684,10186854,0,1,1,1,1,1
3685,10072895,0,1,0,1,1,1
3686,10074866,1,1,1,1,1,1
3687,10209526,0,0,0,1,1,0
3688,10016694,1,1,1,1,1,1
3689,10078628,1,0,1,0,0,0
3690,10189475,0,0,0,1,1,0
3691,10056021,0,1,0,1,1,1
3692,10068163,1,1,0,1,1,1
3693,10052470,0,0,1,1,1,0
3694,10068166,1,1,1,1,1,1
3695,10182302,1,1,0,1,1,1
3696,10263349,1,1,1,1,1,1
3697,10028323,0,1,0,1,1,1
3698,10245439,1,1,0,1,1,1
3699,10044560,1,1,0,1,1,1
3700,10268205,1,0,0,1,1,0
3701,10171849,1,1,1,1,1,1
3702,10030718,0,0,1,1,1,0
3703,10094284,0,1,1,1,1,1
3704,10224697,1,1,0,1,1,1
3705,10261212,1,1,1,1,1,1
3706,10094180,1,1,1,1,1,1
3707,10255203,1,1,1,0,0,1
3708,10193995,0,1,0,1,1,1
3709,10041161,1,1,1,1,1,1
3710,10166902,0,1,1,1,1,1
3711,10054732,0,1,0,1,1,1
3712,10062127,1,1,1,1,1,1
3713,10096135,1,0,1,1,1,0
3714,10102728,1,1,0,1,1,1
3715,10118122,1,1,0,1,1,1
3716,10232546,0,1,0,1,1,1
3717,10146407,0,1,0,1,1,1
3718,10106380,0,1,0,1,1,1
3719,10063163,0,0,1,1,1,0
3720,10131440,0,1,1,0,0,1
3721,10209451,1,0,1,1,1,0
3722,10197342,1,1,0,1,1,1
3723,10093613,1,0,1,0,0,0
3724,10127715,1,1,0,1,1,1
3725,10233092,1,0,1,1,1,0
3726,10167210,0,1,1,1,1,1
3727,10034950,0,1,0,1,1,1
3728,10062043,0,1,1,1,1,1
3729,10061579,0,1,0,1,1,1
3730,10258703,1,1,1,1,1,1
3731,10248217,1,1,0,1,1,1
3732,10143982,0,1,1,1,1,1
3733,10250806,0,0,1,1,1,0
3734,10162311,1,0,0,1,1,0
3735,10176228,0,1,0,1,1,1
3736,10165810,1,0,1,1,1,0
3737,10105295,0,0,0,1,1,0
3738,10062532,1,1,0,1,1,1
3739,10017464,1,0,0,1,1,0
3740,10144524,0,0,1,1,1,0
3741,10207097,1,1,1,1,1,1
3742,10248348,1,1,1,1,1,1
3743,10114101,0,1,1,1,1,1
3744,10102531,1,1,0,1,1,1
3745,10192690,0,1,0,1,1,1
3746,10202708,1,1,1,1,1,1
3747,10076387,0,0,0,0,0,0
3748,10142463,0,0,1,1,1,0
3749,10102744,0,1,0,1,1,1
3750,10255754,1,0,0,1,1,0
3751,10168507,1,1,1,1,1,1
3752,10273609,1,1,1,1,1,1
3753,10010872,0,1,1,1,1,1
3754,10168518,1,1,0,1,1,1
3755,10038616,1,1,0,1,1,1
3756,10140601,1,1,0,1,1,1
3757,10003538,1,0,0,0,0,0
3758,10046095,1,0,1,1,1,1
3759,10224390,0,1,1,1,1,1
3760,10124278,1,1,0,1,1,1
3761,10134009,0,1,0,1,1,1
3762,10184260,1,1,1,1,1,1
3763,10189351,0,0,0,1,1,0
3764,10027984,1,1,0,1,1,1
3765,10000204,0,1,1,1,1,1
3766,10242138,1,1,0,1,1,1
3767,10211091,0,0,1,1,1,0
3768,10212793,1,0,1,1,1,0
3769,10121397,0,0,0,0,0,0
3770,10190208,0,1,0,1,1,1
3771,10197840,0,0,1,1,1,0
3772,10012682,1,0,1,0,0,0
3773,10025810,1,0,1,1,1,0
3774,10065374,1,1,0,1,1,1
3775,10235838,0,1,1,1,1,1
3776,10127975,1,1,0,1,1,1
3777,10116261,1,1,1,1,1,1
3778,10183614,1,0,1,0,0,0
3779,10007560,1,0,1,1,1,0
3780,10098085,1,1,1,1,1,1
3781,10194339,1,0,0,1,1,0
3782,10140769,0,1,1,1,1,1
3783,10031087,0,1,0,1,1,1
3784,10006948,0,1,1,1,1,1
3785,10101138,1,1,0,1,1,1
3786,10052208,0,1,0,1,1,1
3787,10271626,1,1,0,1,1,1
3788,10045656,0,1,1,1,1,1
3789,10231845,0,0,1,1,1,0
3790,10073195,1,0,0,1,1,0
3791,10050225,1,0,0,1,1,0
3792,10055404,1,1,0,1,1,1
3793,10246414,1,0,0,1,1,0
3794,10091503,0,1,0,1,1,1
3795,10081701,1,1,0,1,1,1
3796,10162137,1,0,1,0,0,0
3797,10263309,0,0,0,1,1,0
3798,10141298,0,0,0,0,0,0
3799,10238924,0,0,0,1,1,0
3800,10090151,1,0,0,1,1,0
3801,10235739,1,1,0,1,1,1
3802,10163733,1,0,0,1,1,0
3803,10272247,1,1,0,1,1,1
3804,10127327,0,0,1,1,1,0
3805,10228791,1,1,1,1,1,1
3806,10176654,1,0,0,1,1,0
3807,10119283,1,1,0,1,1,1
3808,10171142,1,1,1,1,1,1
3809,10207107,0,0,0,1,1,0
3810,10158836,0,1,1,1,1,1
3811,10070178,1,1,0,1,1,1
3812,10009194,1,1,0,1,1,1
3813,10258192,0,0,0,0,0,0
3814,10065634,1,1,0,1,1,1
3815,10048510,1,0,0,0,0,0
3816,10213226,1,0,1,0,0,0
3817,10156167,0,1,0,1,1,1
3818,10169368,1,0,1,1,1,0
3819,10214447,1,1,0,1,1,1
3820,10211434,1,0,0,1,1,0
3821,10175107,1,0,0,1,1,0
3822,10149087,1,0,1,1,1,0
3823,10042965,0,0,1,1,1,0
3824,10076655,1,1,0,1,1,1
3825,10171856,1,0,0,1,1,0
3826,10063917,1,1,0,1,1,1
3827,10146073,0,1,1,1,1,1
3828,10073807,0,1,0,1,1,1
3829,10009054,1,1,0,1,1,1
3830,10097203,0,0,0,1,1,0
3831,10152003,1,1,0,1,1,1
3832,10048557,0,1,0,1,1,1
3833,10086293,0,0,0,0,0,0
3834,10129539,0,0,0,1,1,0
3835,10075624,1,1,0,1,1,1
3836,10039509,1,1,0,1,1,1
3837,10226718,1,1,1,1,1,1
3838,10090309,0,0,0,1,1,0
3839,10076423,1,1,1,1,1,1
3840,10115904,1,1,1,1,1,1
3841,10241880,1,1,0,1,1,1
3842,10072857,0,1,0,1,1,1
3843,10082724,1,1,1,1,1,1
3844,10076880,1,1,1,1,1,1
3845,10077433,0,0,1,1,1,0
3846,10252292,1,1,1,1,1,1
3847,10086158,1,1,0,1,1,1
3848,10273332,0,1,0,1,1,1
3849,10253967,1,1,0,1,1,1
3850,10246621,1,0,0,1,1,0
3851,10080745,1,0,0,1,1,0
3852,10269487,0,0,0,1,1,0
3853,10266955,1,1,1,1,1,1
3854,10153976,1,0,1,1,1,0
3855,10117327,1,1,0,1,1,1
3856,10250946,1,1,1,1,1,1
3857,10249292,0,1,1,1,1,1
3858,10025516,0,1,0,1,1,1
3859,10159513,1,1,0,1,1,1
3860,10255807,0,1,0,1,1,1
3861,10253311,1,1,1,1,1,1
3862,10198130,1,0,0,0,0,0
3863,10066591,1,0,0,1,1,0
3864,10220593,1,0,1,1,1,0
3865,10008238,1,0,1,1,1,0
3866,10106692,1,1,1,1,1,1
3867,10155014,1,0,0,1,1,0
3868,10149647,1,1,1,1,1,1
3869,10100810,1,0,0,0,0,0
3870,10157416,0,1,0,1,1,1
3871,10216303,1,1,0,1,1,1
3872,10136266,1,0,1,1,1,0
