,Loan_ID,cluster_Kmeans_base
49033,10081719,1
49034,10206074,1
49035,10095701,1
49036,10028247,0
49037,10073256,1
49038,10198294,0
49039,10126216,0
49040,10047480,0
49041,10056904,0
49042,10258575,1
49043,10072969,0
49044,10158066,1
49045,10020509,0
49046,10018288,0
49047,10119382,0
49048,10089440,1
49049,10172508,1
49050,10080002,0
49051,10111121,0
49052,10051801,1
49053,10032899,1
49054,10085420,1
49055,10246067,1
49056,10227080,1
49057,10029084,1
49058,10196527,1
49059,10220574,0
49060,10102566,1
49061,10094126,1
49062,10060730,0
49063,10228295,1
49064,10215168,1
49065,10123352,1
49066,10127338,0
49067,10004009,0
49068,10165475,0
49069,10098941,1
49070,10253619,1
49071,10154421,0
49072,10196429,1
49073,10249692,0
49074,10140251,1
49075,10026005,1
49076,10187342,0
49077,10079104,0
49078,10242529,0
49079,10212567,1
49080,10256534,0
49081,10025269,1
49082,10139828,0
49083,10076469,1
49084,10189472,1
49085,10211119,1
49086,10227332,1
49087,10188440,0
49088,10059753,0
49089,10012245,1
49090,10223419,0
49091,10026730,1
49092,10177530,0
49093,10093489,0
49094,10195247,1
49095,10003855,1
49096,10095629,1
49097,10200072,0
49098,10230799,0
49099,10103704,0
49100,10048230,1
49101,10208618,1
49102,10148117,1
49103,10221103,1
49104,10054687,1
49105,10111410,0
49106,10149548,0
49107,10178864,1
49108,10134107,1
49109,10059865,0
49110,10072014,0
49111,10204858,1
49112,10247940,0
49113,10119171,0
49114,10265061,1
49115,10123180,1
49116,10141018,1
49117,10010784,0
49118,10230930,1
49119,10263275,0
49120,10163000,1
49121,10210882,0
49122,10056187,1
49123,10190926,0
49124,10144649,1
49125,10043845,1
49126,10121763,1
49127,10159315,1
49128,10095865,1
49129,10039895,1
49130,10033393,0
49131,10190608,0
49132,10240889,1
49133,10188707,1
49134,10241553,1
49135,10244931,0
49136,10214587,1
49137,10215436,1
49138,10051214,1
49139,10182554,1
49140,10246749,0
49141,10157291,0
49142,10097640,0
49143,10047828,1
49144,10189328,1
49145,10214205,0
49146,10070358,0
49147,10104867,0
49148,10153198,1
49149,10254821,0
49150,10198695,1
49151,10186957,1
49152,10175660,0
49153,10237883,0
49154,10246746,0
49155,10252733,0
49156,10163644,0
49157,10187892,1
49158,10230597,0
49159,10052661,1
49160,10134047,0
49161,10004840,0
49162,10131020,0
49163,10271519,1
49164,10248783,0
49165,10002502,0
49166,10098123,1
49167,10169795,0
49168,10225447,1
49169,10195416,1
49170,10111754,1
49171,10100054,0
49172,10212909,0
49173,10203406,1
49174,10067033,1
49175,10095989,0
49176,10176749,0
49177,10234622,1
49178,10171777,1
49179,10061946,0
49180,10033286,0
49181,10254803,1
49182,10037425,0
49183,10021830,0
49184,10074254,0
49185,10111964,0
49186,10267371,1
49187,10016866,1
49188,10012698,0
49189,10160794,0
49190,10235217,0
49191,10249334,1
49192,10132763,1
49193,10000413,1
49194,10255698,1
49195,10156561,1
49196,10025495,1
49197,10221524,0
49198,10221217,1
49199,10259701,1
49200,10047661,0
49201,10203756,1
49202,10009955,0
49203,10164782,0
49204,10119637,1
49205,10022213,1
49206,10109315,1
49207,10002350,0
49208,10217478,1
49209,10246374,0
49210,10094577,1
49211,10177885,0
49212,10096931,0
49213,10075148,1
49214,10006947,1
49215,10084997,1
49216,10080329,1
49217,10077975,1
49218,10193709,1
49219,10161357,1
49220,10002201,1
49221,10004500,1
49222,10113038,0
49223,10268388,1
49224,10175115,0
49225,10123634,1
49226,10130122,0
49227,10214272,1
49228,10001050,1
49229,10021499,1
49230,10252297,1
49231,10090394,1
49232,10177051,1
49233,10053188,1
49234,10176502,1
49235,10197148,1
49236,10170740,1
49237,10088603,0
49238,10000377,0
49239,10227632,0
49240,10092438,1
49241,10232578,0
49242,10084132,1
49243,10227730,1
49244,10256177,1
49245,10234588,1
49246,10189939,0
49247,10212826,1
49248,10092465,0
49249,10160066,1
49250,10042501,1
49251,10111339,1
49252,10022483,0
49253,10204789,1
49254,10212964,0
49255,10153532,1
49256,10007430,1
49257,10021580,0
49258,10193803,1
49259,10085344,1
49260,10249483,1
49261,10135782,1
49262,10009870,1
49263,10161908,1
49264,10213330,1
49265,10213599,0
49266,10077702,0
49267,10065960,0
49268,10200872,1
49269,10121529,0
49270,10167074,1
49271,10241539,0
49272,10011910,1
49273,10206616,1
49274,10226506,1
49275,10223632,1
49276,10011895,1
49277,10177039,0
49278,10131958,1
49279,10248018,1
49280,10024413,0
49281,10266583,1
49282,10267635,0
49283,10193238,0
49284,10237831,0
49285,10071289,1
49286,10129093,1
49287,10135847,1
49288,10226567,0
49289,10026732,1
49290,10212706,1
49291,10030182,1
49292,10179222,1
49293,10250073,0
49294,10187128,0
49295,10194278,1
49296,10167742,1
49297,10006820,0
49298,10169500,0
49299,10070931,0
49300,10137936,1
49301,10181713,1
49302,10210933,0
49303,10186093,0
49304,10032892,1
49305,10097720,1
49306,10247938,1
49307,10261411,1
49308,10117879,1
49309,10062807,0
49310,10212196,0
49311,10212027,1
49312,10073840,0
49313,10029694,1
49314,10178835,0
49315,10074118,1
49316,10147438,0
49317,10090333,0
49318,10112016,1
49319,10239980,0
49320,10202319,0
49321,10135492,1
49322,10008703,1
49323,10135838,0
49324,10085209,1
49325,10111507,1
49326,10209107,1
49327,10086262,0
49328,10000861,1
49329,10006555,0
49330,10248123,1
49331,10106394,1
49332,10116611,1
49333,10032022,1
49334,10117205,0
49335,10016354,0
49336,10063724,1
49337,10178944,1
49338,10260493,1
49339,10079908,0
49340,10033270,1
49341,10268371,1
49342,10014052,0
49343,10007738,1
49344,10102375,1
49345,10217903,1
49346,10243350,1
49347,10111717,0
49348,10042731,1
49349,10190495,0
49350,10234822,1
49351,10227108,1
49352,10131222,0
49353,10190274,1
49354,10124500,1
49355,10082423,1
49356,10207872,1
49357,10217492,0
49358,10078715,1
49359,10185332,1
49360,10085845,1
49361,10093144,1
49362,10192914,1
49363,10030357,1
49364,10224249,0
49365,10087626,0
49366,10174106,0
49367,10052880,1
49368,10243958,1
49369,10023020,0
49370,10058539,0
49371,10181923,1
49372,10213210,1
49373,10037677,1
49374,10003546,0
49375,10057417,0
49376,10142082,1
49377,10187734,0
49378,10100833,1
49379,10242984,0
49380,10096636,1
49381,10179777,1
49382,10078573,1
49383,10263549,1
49384,10131124,1
49385,10092151,1
49386,10268349,1
49387,10135407,0
49388,10146582,1
49389,10053097,0
49390,10178985,0
49391,10223133,1
49392,10019768,1
49393,10091200,1
49394,10152466,1
49395,10106839,0
49396,10258382,1
49397,10016637,1
49398,10093897,1
49399,10157551,0
49400,10228574,0
49401,10152874,1
49402,10151089,1
49403,10061180,0
49404,10134398,1
49405,10270012,0
49406,10087129,1
49407,10238713,1
49408,10267700,1
49409,10009989,1
49410,10194658,0
49411,10058694,1
49412,10150338,1
49413,10103284,0
49414,10103727,0
49415,10107342,1
49416,10114147,0
49417,10192052,1
49418,10016802,1
49419,10225149,1
49420,10218331,1
49421,10111626,0
49422,10111832,1
49423,10272008,0
49424,10271370,1
49425,10057532,1
49426,10068799,1
49427,10090793,1
49428,10216650,1
49429,10258526,1
49430,10048047,1
49431,10039054,0
49432,10005444,1
49433,10036705,0
49434,10129444,1
49435,10065018,1
49436,10118453,1
49437,10013727,1
49438,10157472,1
49439,10229234,0
49440,10230202,0
49441,10003341,0
49442,10096946,0
49443,10174828,1
49444,10173538,1
49445,10144892,1
49446,10145780,0
49447,10256245,1
49448,10129301,1
49449,10168951,0
49450,10265160,1
49451,10141061,1
49452,10109706,1
49453,10100012,0
49454,10179127,1
49455,10023075,0
49456,10240230,0
49457,10094543,1
49458,10132978,1
49459,10241507,0
49460,10043354,1
49461,10137786,0
49462,10134981,0
49463,10193844,0
49464,10251866,0
49465,10013624,0
49466,10035932,1
49467,10089332,1
49468,10222446,0
49469,10057068,1
49470,10132082,1
49471,10169979,0
49472,10101303,1
49473,10041872,1
49474,10047240,1
49475,10036050,1
49476,10137763,0
49477,10111900,1
49478,10129587,0
49479,10102609,1
49480,10240534,0
49481,10048692,1
49482,10115810,0
49483,10202809,1
49484,10076720,0
49485,10136927,1
49486,10018499,0
49487,10058959,1
49488,10152867,1
49489,10085607,0
49490,10258303,0
49491,10092646,0
49492,10086551,1
49493,10063862,1
49494,10228325,0
49495,10166671,1
49496,10093813,1
49497,10249289,0
49498,10095760,1
49499,10038832,1
49500,10219552,0
49501,10056663,1
49502,10172720,0
49503,10181196,0
49504,10033844,1
49505,10125014,1
49506,10219114,1
49507,10143332,1
49508,10159949,1
49509,10156881,0
49510,10219888,1
49511,10100877,1
49512,10149539,1
49513,10264993,1
49514,10244966,0
49515,10092766,0
49516,10272759,1
49517,10177814,1
49518,10132068,1
49519,10031090,1
49520,10104719,1
49521,10054428,1
49522,10185152,1
49523,10187648,1
49524,10257703,1
49525,10131898,0
49526,10232649,0
49527,10121135,1
49528,10121544,0
49529,10242267,1
49530,10186859,1
49531,10171951,1
49532,10193203,1
49533,10158220,1
49534,10195602,1
49535,10160254,0
49536,10027221,1
49537,10258963,1
49538,10189516,1
49539,10163697,1
49540,10088171,0
49541,10154859,1
49542,10046779,0
49543,10187333,0
49544,10237130,1
49545,10110188,0
49546,10002759,1
49547,10119718,1
49548,10207403,0
49549,10079197,0
49550,10197372,1
49551,10208343,0
49552,10060598,1
49553,10261253,1
49554,10137505,1
49555,10148414,1
49556,10253223,1
49557,10052321,0
49558,10069187,0
49559,10053023,1
49560,10088960,0
49561,10267767,0
49562,10153606,1
49563,10083279,1
49564,10193596,0
49565,10150058,0
49566,10167503,0
49567,10020812,1
49568,10046641,1
49569,10166966,1
49570,10213886,1
49571,10050097,1
49572,10120332,0
49573,10167967,1
49574,10010607,0
49575,10089863,1
49576,10150442,1
49577,10193858,0
49578,10214197,1
49579,10153813,1
49580,10036414,1
49581,10114396,1
49582,10267901,0
49583,10210279,1
49584,10202011,1
49585,10035067,1
49586,10142879,1
49587,10004653,0
49588,10015618,1
49589,10024741,0
49590,10224344,0
49591,10258847,1
49592,10175454,1
49593,10209089,0
49594,10077663,1
49595,10098298,1
49596,10092787,0
49597,10195017,1
49598,10047174,1
49599,10204667,1
49600,10114797,0
49601,10229987,1
49602,10030544,1
49603,10026726,1
49604,10137188,0
49605,10176776,1
49606,10082421,1
49607,10195803,1
49608,10133661,1
49609,10141841,0
49610,10153235,0
49611,10005005,1
49612,10156764,1
49613,10096651,1
49614,10152417,1
49615,10223666,1
49616,10262975,1
49617,10127882,1
49618,10220776,0
49619,10096665,1
49620,10270137,1
49621,10018453,0
49622,10075039,1
49623,10136532,0
49624,10065849,1
49625,10051802,1
49626,10003606,1
49627,10262018,0
49628,10170768,0
49629,10159265,0
49630,10190052,0
49631,10248765,0
49632,10006202,0
49633,10072414,1
49634,10216003,1
49635,10034004,1
49636,10258364,0
49637,10145321,0
49638,10002318,1
49639,10060298,0
49640,10077576,1
49641,10048780,1
49642,10068056,1
49643,10101834,1
49644,10154132,1
49645,10071294,0
49646,10042314,0
49647,10118924,1
49648,10140918,0
49649,10044311,0
49650,10211508,1
49651,10264209,0
49652,10211935,0
49653,10183268,1
49654,10171348,1
49655,10143946,0
49656,10127466,0
49657,10213503,1
49658,10233796,1
49659,10264510,0
49660,10186026,0
49661,10013746,1
49662,10067152,1
49663,10021209,1
49664,10092375,1
49665,10062805,1
49666,10165764,1
49667,10101004,1
49668,10150002,1
49669,10251162,1
49670,10217370,0
49671,10042643,1
49672,10136016,1
49673,10064019,0
49674,10226379,1
49675,10227144,0
49676,10150986,0
49677,10245765,1
49678,10127623,1
49679,10057267,1
49680,10022937,0
49681,10259438,1
49682,10030424,0
49683,10126527,0
49684,10008954,0
49685,10165591,1
49686,10257319,1
49687,10233451,1
49688,10157840,0
49689,10003631,1
49690,10112634,0
49691,10217600,1
49692,10034786,1
49693,10107833,1
49694,10160100,1
49695,10048670,0
49696,10190902,1
49697,10227732,1
49698,10063588,1
49699,10036185,1
49700,10214915,1
49701,10162236,1
49702,10231229,1
49703,10059366,1
49704,10071836,0
49705,10034017,0
49706,10116205,1
49707,10168066,0
49708,10008677,1
49709,10024303,1
49710,10182549,0
49711,10149958,1
49712,10211878,0
49713,10151807,0
49714,10246045,1
49715,10043786,1
49716,10233634,0
49717,10118602,1
49718,10145914,1
49719,10229679,0
49720,10082642,0
49721,10146045,1
49722,10128322,1
49723,10254644,0
49724,10025990,1
49725,10009522,1
49726,10196616,0
49727,10181345,1
49728,10221625,1
49729,10165981,1
49730,10016499,1
49731,10016203,1
49732,10260219,1
49733,10224541,1
49734,10200768,0
49735,10219055,1
49736,10140013,0
49737,10044443,1
49738,10100516,0
49739,10079371,0
49740,10221876,1
49741,10070818,1
49742,10271410,0
49743,10243108,0
49744,10145741,1
49745,10001737,1
49746,10224937,0
49747,10195410,1
49748,10070533,1
49749,10150705,1
49750,10147883,0
49751,10067683,0
49752,10044944,0
49753,10028584,0
49754,10140605,1
49755,10120560,1
49756,10252821,1
49757,10042551,1
49758,10072588,1
49759,10121712,0
49760,10051507,0
49761,10169249,1
49762,10243268,1
49763,10084666,0
49764,10177140,1
49765,10154064,1
49766,10036301,1
49767,10232841,1
49768,10174806,1
49769,10217096,1
49770,10110600,1
49771,10078991,1
49772,10244795,1
49773,10091578,1
49774,10134743,1
49775,10187853,1
49776,10264035,1
49777,10126277,0
49778,10077870,1
49779,10265572,1
49780,10210699,0
49781,10098887,0
49782,10119644,1
49783,10121618,1
49784,10050215,1
49785,10117535,0
49786,10073509,0
49787,10207378,1
49788,10134344,0
49789,10034430,0
49790,10020739,1
49791,10055367,1
49792,10045335,1
49793,10162130,1
49794,10000346,1
49795,10057406,1
49796,10119361,1
49797,10212136,0
49798,10089128,1
49799,10038644,0
49800,10078000,1
49801,10077488,0
49802,10237187,1
49803,10050687,1
49804,10194585,1
49805,10136704,0
49806,10252346,0
49807,10117720,1
49808,10235130,1
49809,10043249,1
49810,10076110,0
49811,10134179,1
49812,10123733,0
49813,10092479,0
49814,10199659,0
49815,10244957,0
49816,10158075,1
49817,10156204,0
49818,10079719,0
49819,10244186,0
49820,10025971,1
49821,10253540,1
49822,10228225,0
49823,10172813,0
49824,10033002,0
49825,10241738,1
49826,10145412,0
49827,10027377,0
49828,10108857,0
49829,10163129,1
49830,10206257,1
49831,10246202,1
49832,10158589,1
49833,10247879,1
49834,10053853,0
49835,10085508,1
49836,10232618,0
49837,10006492,1
49838,10013738,0
49839,10039763,0
49840,10151306,1
49841,10066778,1
49842,10101129,0
49843,10260504,1
49844,10034518,1
49845,10030765,0
49846,10223005,1
49847,10180169,0
49848,10162030,0
49849,10091092,0
49850,10173075,0
49851,10204551,1
49852,10064539,1
49853,10187033,0
49854,10027465,1
49855,10243111,0
49856,10061221,0
49857,10005091,0
49858,10104027,0
49859,10177451,1
49860,10208237,0
49861,10064842,1
49862,10045249,1
49863,10116883,1
49864,10157049,1
49865,10019213,1
49866,10213550,1
49867,10219559,0
49868,10089068,1
49869,10014929,1
49870,10250716,1
49871,10188320,0
49872,10174820,1
49873,10212363,1
49874,10030605,1
49875,10164789,1
49876,10100514,0
49877,10222795,0
49878,10053286,0
49879,10027414,0
49880,10216874,1
49881,10148161,1
49882,10058521,0
49883,10127049,1
49884,10238120,0
49885,10076429,0
49886,10183228,1
49887,10238358,0
49888,10208197,0
49889,10095231,1
49890,10133508,0
49891,10107516,1
49892,10271871,0
49893,10154078,1
49894,10098983,0
49895,10121912,1
49896,10032384,0
49897,10172448,0
49898,10240595,1
49899,10114904,1
49900,10197847,1
49901,10124504,1
49902,10240904,1
49903,10150523,0
49904,10042994,0
49905,10131941,1
49906,10139402,1
49907,10039795,1
49908,10144856,1
49909,10157246,1
49910,10226212,1
49911,10023757,1
49912,10101776,0
49913,10040726,1
49914,10076744,0
49915,10260325,0
49916,10065770,1
49917,10075684,1
49918,10019633,1
49919,10247837,1
49920,10199587,1
49921,10063364,1
49922,10209394,1
49923,10134160,1
49924,10054969,1
49925,10216037,1
49926,10087273,0
49927,10023380,1
49928,10207740,0
49929,10221400,1
49930,10237991,1
49931,10029387,1
49932,10145813,0
49933,10091674,1
49934,10137991,0
49935,10000040,0
49936,10088915,0
49937,10028450,1
49938,10088642,1
49939,10059808,1
49940,10033978,0
49941,10202292,1
49942,10124274,1
49943,10216734,1
49944,10154506,1
49945,10197885,1
49946,10045854,0
49947,10026337,1
49948,10056382,1
49949,10064745,1
49950,10117105,1
49951,10237880,0
49952,10020128,1
49953,10099688,0
49954,10273807,0
49955,10236499,0
49956,10151985,1
49957,10113991,1
49958,10040416,1
49959,10221132,1
49960,10048071,1
49961,10240067,1
49962,10138623,1
49963,10065821,1
49964,10013991,1
49965,10090660,0
49966,10068484,1
49967,10085559,1
49968,10033983,1
49969,10064751,0
49970,10255173,0
49971,10264329,0
49972,10091023,0
49973,10171455,1
49974,10025275,0
49975,10240034,1
49976,10150482,0
49977,10058103,1
49978,10010097,0
49979,10205351,1
49980,10184012,1
49981,10043500,1
49982,10034149,1
49983,10032046,1
49984,10156538,1
49985,10176837,1
49986,10264732,1
49987,10261860,0
49988,10143439,0
49989,10171715,0
49990,10046912,1
49991,10154591,0
49992,10008641,1
49993,10046270,1
49994,10011347,0
49995,10166883,1
49996,10170752,1
49997,10070079,0
49998,10098049,0
49999,10029436,1
50000,10036755,1
50001,10134722,0
50002,10177578,1
50003,10192898,1
50004,10173950,0
50005,10097829,0
50006,10098324,1
50007,10201614,1
50008,10236530,0
50009,10067292,1
50010,10185011,1
50011,10111236,1
50012,10267465,0
50013,10048101,1
50014,10125124,1
50015,10162916,1
50016,10257836,1
50017,10166567,1
50018,10188571,1
50019,10273775,1
50020,10273508,1
50021,10215013,1
50022,10046744,1
50023,10093477,1
50024,10062413,0
50025,10173817,1
50026,10234853,0
50027,10128278,1
50028,10221365,0
50029,10060301,0
50030,10171184,0
50031,10109530,0
50032,10117016,1
50033,10052734,1
50034,10146915,0
50035,10088806,1
50036,10131813,1
50037,10024092,1
50038,10123013,0
50039,10237422,0
50040,10222295,0
50041,10144689,0
50042,10063926,0
50043,10086539,1
50044,10174160,0
50045,10073293,1
50046,10231894,0
50047,10073431,0
50048,10060253,0
50049,10209132,1
50050,10104236,0
50051,10056139,0
50052,10247815,1
50053,10035325,1
50054,10013223,0
50055,10194700,1
50056,10086749,1
50057,10213630,1
50058,10245331,0
50059,10112336,0
50060,10271931,1
50061,10190563,0
50062,10043485,0
50063,10174214,0
50064,10246099,1
50065,10223734,1
50066,10194472,0
50067,10081927,0
50068,10003299,1
50069,10055379,1
50070,10120513,0
50071,10268765,1
50072,10078899,1
50073,10122329,0
50074,10153862,1
50075,10094524,1
50076,10150697,0
50077,10122128,0
50078,10184553,1
50079,10271552,0
50080,10084118,0
50081,10138073,1
50082,10089624,1
50083,10014555,0
50084,10258969,1
50085,10079057,0
50086,10236454,1
50087,10264897,1
50088,10020649,1
50089,10210118,0
50090,10142502,1
50091,10198271,0
50092,10161982,0
50093,10237050,0
50094,10194933,0
50095,10240943,1
50096,10068535,1
50097,10240333,0
50098,10251110,1
50099,10134096,1
50100,10089475,1
50101,10017799,1
50102,10076434,1
50103,10269942,0
50104,10097062,0
50105,10177066,1
50106,10002925,1
50107,10032785,1
50108,10217828,0
50109,10056584,0
50110,10147680,0
50111,10103879,1
50112,10146164,1
50113,10204693,1
50114,10115010,1
50115,10032943,0
50116,10035744,0
50117,10149810,1
50118,10121160,1
50119,10045569,1
50120,10268804,1
50121,10254468,0
50122,10133021,1
50123,10040287,0
50124,10112263,0
50125,10198056,0
50126,10088108,1
50127,10231969,0
50128,10214185,1
50129,10204631,1
50130,10013496,1
50131,10244929,1
50132,10265315,1
50133,10201646,0
50134,10070670,1
50135,10227522,0
50136,10137812,1
50137,10266134,0
50138,10154766,0
50139,10067534,1
50140,10174564,0
50141,10064006,1
50142,10251596,1
50143,10235893,1
50144,10043643,1
50145,10164344,1
50146,10144393,1
50147,10024107,1
50148,10262280,1
50149,10207742,1
50150,10111280,0
50151,10194068,0
50152,10100075,1
50153,10029023,1
50154,10227183,0
50155,10254134,1
50156,10047016,0
50157,10045599,1
50158,10152504,1
50159,10021360,1
50160,10185819,1
50161,10069186,0
50162,10066513,1
50163,10003773,1
50164,10016469,0
50165,10096778,0
50166,10199584,1
50167,10117953,0
50168,10073867,1
50169,10266365,0
50170,10245850,1
50171,10189596,1
50172,10116372,1
50173,10075906,1
50174,10153541,0
50175,10258661,1
50176,10127345,0
50177,10042681,0
50178,10020598,1
50179,10270982,0
50180,10244097,1
50181,10162032,0
50182,10273034,0
50183,10173457,1
50184,10050341,1
50185,10212163,0
50186,10036269,1
50187,10043397,1
50188,10190232,1
50189,10180301,0
50190,10225897,1
50191,10251863,1
50192,10139576,1
50193,10040203,1
50194,10053976,0
50195,10186835,1
50196,10011290,1
50197,10145274,0
50198,10015968,1
50199,10104307,0
50200,10154199,0
50201,10134143,1
50202,10185548,1
50203,10240022,1
50204,10031609,1
50205,10182900,1
50206,10122367,0
50207,10068665,1
50208,10211837,1
50209,10147198,1
50210,10173869,0
50211,10226746,1
50212,10077454,1
50213,10026868,1
50214,10192774,1
50215,10237767,1
50216,10028545,1
50217,10244000,1
50218,10188464,1
50219,10190144,0
50220,10189371,0
50221,10138532,1
50222,10259850,1
50223,10022913,0
50224,10104765,1
50225,10007719,1
50226,10248451,0
50227,10052719,0
50228,10005314,0
50229,10093302,0
50230,10108948,1
50231,10167720,0
50232,10162185,1
50233,10021660,1
50234,10042950,1
50235,10252612,1
50236,10073688,1
50237,10063934,1
50238,10048040,1
50239,10159710,0
50240,10105019,0
50241,10163167,0
50242,10083697,1
50243,10183238,1
50244,10140018,1
50245,10206581,0
50246,10179069,1
50247,10035694,1
50248,10234308,0
50249,10265529,1
50250,10110400,1
50251,10028891,1
50252,10116974,0
50253,10077403,1
50254,10141844,0
50255,10135441,0
50256,10015642,1
50257,10254044,1
50258,10175783,1
50259,10115038,0
50260,10127797,1
50261,10053082,1
50262,10057450,1
50263,10037373,0
50264,10141352,1
50265,10237136,0
50266,10263994,1
50267,10263871,1
50268,10068742,1
50269,10000060,1
50270,10258583,0
50271,10098010,0
50272,10170991,0
50273,10003957,1
50274,10126400,0
50275,10270831,1
50276,10055178,1
50277,10134532,1
50278,10195519,1
50279,10230586,1
50280,10201305,0
50281,10242511,1
50282,10120461,0
50283,10214779,0
50284,10241545,1
50285,10172851,0
50286,10215096,0
50287,10104679,1
50288,10179206,1
50289,10214677,1
50290,10213943,0
50291,10175058,0
50292,10090647,0
50293,10160018,1
50294,10201319,1
50295,10214329,1
50296,10034552,1
50297,10024441,1
50298,10200263,0
50299,10089306,0
50300,10248749,1
50301,10143494,0
50302,10208799,1
50303,10099933,1
50304,10012539,1
50305,10078854,0
50306,10151230,0
50307,10271580,1
50308,10195517,0
50309,10138604,0
50310,10179661,0
50311,10203677,1
50312,10206836,1
50313,10083831,1
50314,10101133,1
50315,10044786,1
50316,10261711,0
50317,10252916,1
50318,10273727,1
50319,10268490,1
50320,10110622,1
50321,10135176,1
50322,10082810,0
50323,10258149,0
50324,10256453,1
50325,10228094,0
50326,10146710,1
50327,10240621,1
50328,10271548,0
50329,10112834,0
50330,10088773,1
50331,10245413,0
50332,10245276,0
50333,10058294,1
50334,10159245,1
50335,10117017,1
50336,10239594,1
50337,10156652,1
50338,10264200,0
50339,10130281,1
50340,10085216,1
50341,10219898,0
50342,10037416,0
50343,10191419,1
50344,10030226,1
50345,10061590,0
50346,10141030,1
50347,10101542,0
50348,10168419,0
50349,10151028,1
50350,10138487,0
50351,10062693,1
50352,10197732,1
50353,10122899,1
50354,10091964,1
50355,10154420,1
50356,10260840,1
50357,10099421,0
50358,10241875,0
50359,10082691,1
50360,10236197,1
50361,10059076,0
50362,10085054,0
50363,10013528,1
50364,10095825,1
50365,10259593,0
50366,10243139,1
50367,10167445,1
50368,10037212,1
50369,10045171,1
50370,10258375,1
50371,10012328,1
50372,10143185,0
50373,10165663,1
50374,10199675,0
50375,10132536,1
50376,10082747,0
50377,10040718,0
50378,10049182,1
50379,10047947,1
50380,10130456,1
50381,10214825,0
50382,10098055,1
50383,10083561,1
50384,10039201,0
50385,10257831,1
50386,10123597,0
50387,10127328,1
50388,10247941,0
50389,10138004,1
50390,10141861,0
50391,10250474,1
50392,10227649,0
50393,10108343,1
50394,10020505,0
50395,10120094,1
50396,10225888,0
50397,10094619,1
50398,10142523,1
50399,10165779,1
50400,10224488,1
50401,10209748,1
50402,10253491,1
50403,10032811,1
50404,10186095,1
50405,10124367,0
50406,10149145,0
50407,10160458,0
50408,10075444,1
50409,10080100,0
50410,10232354,0
50411,10267193,0
50412,10084340,1
50413,10035253,1
50414,10152205,1
50415,10234232,1
50416,10234070,1
50417,10118454,1
50418,10132285,1
50419,10091901,0
50420,10122428,1
50421,10041055,1
50422,10209814,0
50423,10211565,1
50424,10246060,0
50425,10146139,0
50426,10195749,1
50427,10241228,0
50428,10026753,1
50429,10112419,1
50430,10048177,1
50431,10066673,1
50432,10165169,1
50433,10239995,0
50434,10180177,1
50435,10244087,1
50436,10226813,1
50437,10139410,0
50438,10128869,1
50439,10204277,1
50440,10133751,1
50441,10101271,0
50442,10031496,1
50443,10022133,1
50444,10270644,1
50445,10044919,1
50446,10107037,1
50447,10051077,0
50448,10030452,1
50449,10271892,0
50450,10099721,1
50451,10212571,1
50452,10162914,1
50453,10218203,1
50454,10042442,0
50455,10166541,1
50456,10246352,1
50457,10212568,1
50458,10067636,1
50459,10097626,1
50460,10230734,1
50461,10211682,1
50462,10192593,1
50463,10215468,1
50464,10042290,1
50465,10109129,0
50466,10072468,0
50467,10099385,0
50468,10271083,1
50469,10236817,0
50470,10100325,1
50471,10116455,0
50472,10072742,0
50473,10130616,1
50474,10033895,1
50475,10193848,1
50476,10045427,0
50477,10256399,1
50478,10153620,1
50479,10253784,0
50480,10020216,0
50481,10046569,1
50482,10066058,0
50483,10216213,0
50484,10106007,1
50485,10014444,0
50486,10227471,0
50487,10244460,1
50488,10094996,1
50489,10189732,1
50490,10217477,1
50491,10079400,1
50492,10228058,0
50493,10242686,1
50494,10119581,1
50495,10207040,0
50496,10214184,1
50497,10258696,1
50498,10149876,1
50499,10081758,1
50500,10202879,0
50501,10167459,1
50502,10086709,1
50503,10079595,1
50504,10192134,1
50505,10111804,0
50506,10137157,1
50507,10074150,0
50508,10095866,0
50509,10193648,0
50510,10134950,1
50511,10188287,0
50512,10091520,1
50513,10160332,0
50514,10210010,1
50515,10165432,0
50516,10031216,0
50517,10234906,1
50518,10241368,0
50519,10129757,0
50520,10260148,1
50521,10049789,0
50522,10037196,1
50523,10137908,0
50524,10008208,1
50525,10133200,1
50526,10232697,1
50527,10106738,1
50528,10121942,1
50529,10022261,0
50530,10245354,1
50531,10130236,1
50532,10017121,0
50533,10090251,1
50534,10154218,0
50535,10077364,1
50536,10092359,1
50537,10248595,0
50538,10024572,0
50539,10121198,1
50540,10041468,0
50541,10040516,1
50542,10259144,0
50543,10203338,1
50544,10028587,1
50545,10104157,1
50546,10163249,0
50547,10130154,0
50548,10202154,0
50549,10230814,0
50550,10195495,1
50551,10164656,0
50552,10258908,0
50553,10088610,1
50554,10197645,1
50555,10215459,1
50556,10226868,0
50557,10169100,1
50558,10213596,1
50559,10068525,1
50560,10055232,1
50561,10098858,1
50562,10258274,1
50563,10116830,0
50564,10250908,1
50565,10261718,0
50566,10154920,1
50567,10267831,1
50568,10210136,1
50569,10142553,1
50570,10239008,1
50571,10163918,0
50572,10123616,0
50573,10229785,1
50574,10112805,1
50575,10101762,1
50576,10013292,1
50577,10136356,1
50578,10209962,0
50579,10253098,0
50580,10056785,1
50581,10004162,1
50582,10108960,0
50583,10187666,1
50584,10081995,1
50585,10063078,1
