,Loan_ID,agg_clusters_with_cat_num,Cluster_agg_pc_mc,db_with_ecod_num_cat,db_with_pca_mca
2035,10019316,1,0,-1,-1
2036,10042221,1,1,-1,-1
2037,10063013,1,0,-1,-1
2038,10161345,0,0,-1,-1
2039,10154812,1,0,-1,-1
2040,10243089,1,1,-1,-1
2041,10075496,1,1,-1,-1
2042,10163313,1,0,-1,-1
2043,10081100,1,1,-1,-1
2044,10265677,1,1,-1,-1
2045,10083406,1,1,-1,-1
2046,10120663,1,1,-1,-1
2047,10146244,1,1,-1,-1
2048,10239145,1,1,-1,-1
2049,10148612,1,1,-1,-1
2050,10166617,1,0,-1,-1
2051,10101194,0,0,-1,-1
2052,10123140,1,1,-1,-1
2053,10111049,1,1,-1,-1
2054,10050350,1,1,-1,-1
2055,10214264,1,1,-1,-1
2056,10043507,1,1,-1,-1
2057,10244369,1,0,-1,-1
2058,10170357,1,0,-1,-1
2059,10242625,1,1,-1,-1
2060,10256750,1,1,-1,-1
2061,10213368,1,1,-1,-1
2062,10165263,1,0,-1,-1
2063,10116633,1,0,-1,-1
2064,10115430,1,1,-1,-1
2065,10012990,0,0,-1,-1
2066,10176355,1,1,-1,-1
2067,10108214,1,0,-1,-1
2068,10189541,1,1,-1,-1
2069,10159214,1,1,-1,-1
2070,10095651,0,0,-1,-1
2071,10167192,1,1,-1,-1
2072,10011745,1,1,-1,-1
2073,10024575,0,0,-1,-1
2074,10153355,1,1,-1,-1
2075,10096003,1,1,-1,-1
2076,10258742,1,0,-1,-1
2077,10267073,0,0,-1,-1
2078,10223531,0,1,-1,-1
2079,10169121,1,1,-1,-1
2080,10273521,1,0,-1,-1
2081,10148026,0,1,-1,-1
2082,10066156,1,1,-1,-1
2083,10062092,1,1,-1,-1
2084,10142113,1,1,-1,-1
2085,10261122,1,1,-1,-1
2086,10186742,1,0,-1,-1
2087,10043333,1,0,-1,-1
2088,10019976,1,1,-1,-1
2089,10258391,1,0,-1,-1
2090,10114952,1,1,-1,-1
2091,10224595,0,0,-1,-1
2092,10086752,1,0,-1,-1
2093,10126995,0,0,-1,-1
2094,10000402,1,0,-1,-1
2095,10002146,1,1,-1,-1
2096,10121426,1,1,-1,-1
2097,10178253,1,1,-1,-1
2098,10008830,1,0,-1,-1
2099,10066897,1,1,-1,-1
2100,10255521,1,1,-1,-1
2101,10216546,1,1,-1,-1
2102,10147842,1,1,-1,-1
2103,10198065,0,0,-1,-1
2104,10235834,1,0,-1,-1
2105,10209410,0,1,-1,-1
2106,10186462,1,1,-1,-1
2107,10192003,1,0,-1,-1
2108,10104831,1,1,-1,-1
2109,10159346,0,0,-1,-1
2110,10086983,1,1,-1,-1
2111,10236066,1,1,-1,-1
2112,10247872,1,0,-1,-1
2113,10238572,1,0,-1,-1
2114,10139727,0,0,-1,-1
2115,10246180,0,0,-1,-1
2116,10132107,1,0,-1,-1
2117,10272426,1,1,-1,-1
2118,10103780,1,0,-1,-1
2119,10088647,1,0,-1,-1
2120,10254009,1,0,-1,-1
2121,10007440,1,0,-1,-1
2122,10125769,1,0,-1,-1
2123,10175153,1,1,-1,-1
2124,10145003,0,0,-1,-1
2125,10131130,0,0,-1,-1
2126,10043826,1,0,-1,-1
2127,10255540,1,0,-1,-1
2128,10211521,1,0,-1,-1
2129,10178141,1,1,-1,-1
2130,10158298,1,1,-1,-1
2131,10168887,1,1,-1,-1
2132,10236201,1,1,-1,-1
2133,10016710,0,0,-1,-1
2134,10098142,1,1,-1,-1
2135,10082269,1,1,-1,-1
2136,10249611,1,0,-1,-1
2137,10154722,1,0,-1,-1
2138,10202641,0,0,-1,-1
2139,10266537,1,1,-1,-1
2140,10044498,1,0,-1,-1
2141,10176309,1,0,-1,-1
2142,10220915,1,0,-1,-1
2143,10087299,1,1,-1,-1
2144,10185844,1,1,-1,-1
2145,10064451,1,1,-1,-1
2146,10137096,1,0,-1,-1
2147,10208568,1,1,-1,-1
2148,10140428,1,0,-1,-1
2149,10146738,1,0,-1,-1
2150,10121459,0,0,-1,-1
2151,10213637,1,0,-1,-1
2152,10171590,1,0,-1,-1
2153,10210899,0,0,-1,-1
2154,10027215,1,1,-1,-1
2155,10070406,1,1,-1,-1
2156,10089201,1,0,-1,-1
2157,10204077,1,1,-1,-1
2158,10106095,1,1,-1,-1
2159,10110791,1,1,-1,-1
2160,10174886,1,0,-1,-1
2161,10266673,1,0,-1,-1
2162,10039168,1,1,-1,-1
2163,10093200,1,1,-1,-1
2164,10145794,1,1,-1,-1
2165,10102063,1,1,-1,-1
2166,10104876,1,1,-1,-1
2167,10013902,1,1,-1,-1
2168,10032631,1,0,-1,-1
2169,10127468,1,0,-1,-1
2170,10242854,1,1,-1,-1
2171,10147347,1,0,-1,-1
2172,10125279,1,0,-1,-1
2173,10132544,1,1,-1,-1
2174,10237495,1,0,-1,-1
2175,10122969,0,0,-1,-1
2176,10211102,1,0,-1,-1
2177,10055519,1,0,-1,-1
2178,10034822,1,0,-1,-1
2179,10122671,1,1,-1,-1
2180,10000499,1,1,-1,-1
2181,10111021,1,1,-1,-1
2182,10024337,1,0,-1,-1
2183,10271610,1,1,-1,-1
2184,10202166,1,1,-1,-1
2185,10259407,0,0,-1,-1
2186,10123482,1,1,-1,-1
2187,10028765,1,1,-1,-1
2188,10042065,1,0,-1,-1
2189,10210286,1,0,-1,-1
2190,10201183,1,1,-1,-1
2191,10088797,1,0,-1,-1
2192,10251449,1,0,-1,-1
2193,10028439,0,0,-1,-1
2194,10227261,1,1,-1,-1
2195,10146825,1,1,-1,-1
2196,10272036,1,1,-1,-1
2197,10180053,1,0,-1,-1
2198,10139155,1,0,-1,-1
2199,10181483,1,0,-1,-1
2200,10265358,1,1,-1,-1
2201,10199722,1,1,-1,-1
2202,10260407,1,1,-1,-1
2203,10187767,1,1,-1,-1
2204,10240032,1,1,-1,-1
2205,10040069,1,1,-1,-1
2206,10041241,1,1,-1,-1
2207,10052711,1,0,-1,-1
2208,10032370,1,0,-1,-1
2209,10085516,1,0,-1,-1
2210,10162082,1,0,-1,-1
2211,10149706,0,0,-1,-1
2212,10174323,1,1,-1,-1
2213,10142394,1,1,-1,-1
2214,10097211,1,0,-1,-1
2215,10013345,1,1,-1,-1
2216,10076435,1,1,-1,-1
2217,10113648,1,0,-1,-1
2218,10044217,1,0,-1,-1
2219,10218453,1,0,-1,-1
2220,10174381,1,1,-1,-1
2221,10124651,1,0,-1,-1
2222,10095507,0,0,-1,-1
2223,10018485,1,0,-1,-1
2224,10109389,1,1,-1,-1
2225,10073195,1,1,-1,-1
2226,10090943,1,0,-1,-1
2227,10239585,1,0,-1,-1
2228,10260382,1,0,-1,-1
2229,10192244,1,1,-1,-1
2230,10273332,1,0,-1,-1
2231,10220627,1,0,-1,-1
2232,10071271,1,1,-1,-1
2233,10128442,1,1,-1,-1
2234,10124978,1,1,-1,-1
2235,10247913,1,1,-1,-1
2236,10139615,1,0,-1,-1
2237,10078063,1,1,-1,-1
2238,10082639,0,0,-1,-1
2239,10089042,1,1,-1,-1
2240,10252465,1,0,-1,-1
2241,10099755,1,1,-1,-1
2242,10068116,1,0,-1,-1
2243,10063325,1,0,-1,-1
2244,10223576,0,1,-1,-1
2245,10054418,1,0,-1,-1
2246,10066873,1,1,-1,-1
2247,10196916,1,1,-1,-1
2248,10112307,1,1,-1,-1
2249,10096296,1,1,-1,-1
2250,10033483,1,1,-1,-1
2251,10170800,1,1,-1,-1
2252,10149401,1,0,-1,-1
2253,10150159,1,0,-1,-1
2254,10140132,1,1,-1,-1
2255,10105043,1,1,-1,-1
2256,10219064,1,0,-1,-1
2257,10137948,1,0,-1,-1
2258,10180060,1,0,-1,-1
2259,10169812,1,0,-1,-1
2260,10043626,1,1,-1,-1
2261,10186667,1,1,-1,-1
2262,10243929,1,0,-1,-1
2263,10165176,1,1,-1,-1
2264,10143568,1,1,-1,-1
2265,10100646,1,1,-1,-1
2266,10107817,1,0,-1,-1
2267,10263442,1,1,-1,-1
2268,10116316,1,1,-1,-1
2269,10159410,1,0,-1,-1
2270,10233252,0,0,-1,-1
2271,10187617,1,1,-1,-1
2272,10267102,1,1,-1,-1
2273,10079621,1,1,-1,-1
2274,10057966,1,1,-1,-1
2275,10215292,1,1,-1,-1
2276,10080577,1,0,-1,-1
2277,10010467,1,0,-1,-1
2278,10222455,1,1,-1,-1
2279,10011200,1,1,-1,-1
2280,10150752,1,1,-1,-1
2281,10187143,1,0,-1,-1
2282,10136486,0,0,-1,-1
2283,10226110,1,0,-1,-1
2284,10001330,1,1,-1,-1
2285,10118322,1,1,-1,-1
2286,10011911,1,0,-1,-1
2287,10179560,1,0,-1,-1
2288,10116214,1,1,-1,-1
2289,10137823,1,1,-1,-1
2290,10035361,1,1,-1,-1
2291,10097605,1,1,-1,-1
2292,10086971,1,1,-1,-1
2293,10056375,1,0,-1,-1
2294,10208821,1,0,-1,-1
2295,10159187,0,0,-1,-1
2296,10001240,1,0,-1,-1
2297,10229387,1,0,-1,-1
2298,10103156,1,0,-1,-1
2299,10262865,1,1,-1,-1
2300,10069179,1,1,-1,-1
2301,10008647,1,0,-1,-1
2302,10201091,1,0,-1,-1
2303,10188738,1,0,-1,-1
2304,10263864,1,0,-1,-1
2305,10179451,1,0,-1,-1
2306,10003405,1,0,-1,-1
2307,10163276,1,0,-1,-1
2308,10090606,1,1,-1,-1
2309,10015537,1,1,-1,-1
2310,10122191,1,0,-1,-1
2311,10029275,1,1,-1,-1
2312,10064052,1,1,-1,-1
2313,10250971,1,1,-1,-1
2314,10123646,1,1,-1,-1
2315,10210025,1,1,-1,-1
2316,10050863,1,1,-1,-1
2317,10185079,0,1,-1,-1
2318,10265230,1,0,-1,-1
2319,10229353,1,1,-1,-1
2320,10016698,1,1,-1,-1
2321,10273106,1,0,-1,-1
2322,10010241,1,0,-1,-1
2323,10091731,0,0,-1,-1
2324,10113995,1,1,-1,-1
2325,10167324,1,1,-1,-1
2326,10075309,1,0,-1,-1
2327,10020423,0,0,-1,-1
2328,10078165,1,1,-1,-1
2329,10000411,1,1,-1,-1
2330,10004740,1,0,-1,-1
2331,10242462,1,0,-1,-1
2332,10027610,1,1,-1,-1
2333,10006111,1,0,-1,-1
2334,10085919,1,0,-1,-1
2335,10169998,1,0,-1,-1
2336,10226401,1,1,-1,-1
2337,10193288,1,1,-1,-1
2338,10102052,1,0,-1,-1
2339,10018488,0,0,-1,-1
2340,10045713,1,0,-1,-1
2341,10144287,1,1,-1,-1
2342,10256883,1,1,-1,-1
2343,10184971,1,0,-1,-1
2344,10118705,1,0,-1,-1
2345,10117190,1,1,-1,-1
2346,10216826,1,0,-1,-1
2347,10218677,1,1,-1,-1
2348,10063982,1,0,-1,-1
2349,10051134,0,0,-1,-1
2350,10062363,1,1,-1,-1
2351,10115571,1,1,-1,-1
2352,10154042,1,0,-1,-1
2353,10192530,1,0,-1,-1
2354,10237675,1,0,-1,-1
2355,10020752,1,0,-1,-1
2356,10036065,1,0,-1,-1
2357,10028913,1,1,-1,-1
2358,10060311,1,0,-1,-1
2359,10146855,1,1,-1,-1
2360,10129166,1,0,-1,-1
2361,10100888,0,0,-1,-1
2362,10127787,1,1,-1,-1
2363,10183640,1,1,-1,-1
2364,10209685,1,0,-1,-1
2365,10191554,1,0,-1,-1
2366,10001637,1,0,-1,-1
2367,10269729,1,1,-1,-1
2368,10210893,1,0,-1,-1
2369,10034501,1,1,-1,-1
2370,10174588,0,0,-1,-1
2371,10234779,1,0,-1,-1
2372,10208268,1,1,-1,-1
2373,10232418,1,0,-1,-1
2374,10096385,1,1,-1,-1
2375,10145268,1,0,-1,-1
2376,10273128,1,0,-1,-1
2377,10047132,1,1,-1,-1
2378,10115232,1,1,-1,-1
2379,10214644,1,1,-1,-1
2380,10105137,1,0,-1,-1
2381,10213004,1,0,-1,-1
2382,10125723,1,0,-1,-1
2383,10004599,1,1,-1,-1
2384,10106698,1,0,-1,-1
2385,10134733,0,0,-1,-1
2386,10159213,1,0,-1,-1
2387,10010884,1,0,-1,-1
2388,10194897,1,0,-1,-1
2389,10191637,1,1,-1,-1
2390,10001160,1,0,-1,-1
2391,10160670,1,0,-1,-1
2392,10072534,1,1,-1,-1
2393,10272287,1,1,-1,-1
2394,10272715,1,1,-1,-1
2395,10155699,1,0,-1,-1
2396,10241605,0,0,-1,-1
2397,10198129,1,0,-1,-1
2398,10144097,1,0,-1,-1
2399,10227979,1,0,-1,-1
2400,10089038,1,1,-1,-1
2401,10078445,1,1,-1,-1
2402,10174701,1,1,-1,-1
2403,10185653,1,1,-1,-1
2404,10025764,1,0,-1,-1
2405,10109882,0,0,-1,-1
2406,10174901,1,1,-1,-1
2407,10009827,1,1,-1,-1
2408,10193116,1,0,-1,-1
2409,10029963,1,1,-1,-1
2410,10003687,1,0,-1,-1
2411,10144003,1,1,-1,-1
2412,10174391,1,0,-1,-1
2413,10205789,1,0,-1,-1
2414,10167763,1,1,-1,-1
2415,10017013,1,0,-1,-1
2416,10130728,1,0,-1,-1
2417,10074865,1,0,-1,-1
2418,10000532,1,1,-1,-1
2419,10256259,1,1,-1,-1
2420,10257868,1,1,-1,-1
2421,10157938,1,0,-1,-1
2422,10220252,1,0,-1,-1
2423,10100809,1,0,-1,-1
2424,10237033,1,1,-1,-1
2425,10162845,1,1,-1,-1
2426,10168742,1,0,-1,-1
2427,10131842,1,1,-1,-1
2428,10207810,1,0,-1,-1
2429,10001465,1,0,-1,-1
2430,10019390,1,0,-1,-1
2431,10141684,0,0,-1,-1
2432,10131112,1,1,-1,-1
2433,10221274,1,0,-1,-1
2434,10086390,1,1,-1,-1
2435,10203309,1,1,-1,-1
2436,10205518,0,1,-1,-1
2437,10075880,1,0,-1,-1
2438,10021187,1,1,-1,-1
2439,10038443,1,1,-1,-1
2440,10107528,1,0,-1,-1
2441,10207637,1,0,-1,-1
2442,10216430,1,0,-1,-1
2443,10245233,1,1,-1,-1
2444,10035305,1,0,-1,-1
2445,10056629,0,1,-1,-1
2446,10139496,1,1,-1,-1
2447,10021617,1,1,-1,-1
2448,10033825,1,1,-1,-1
2449,10246961,1,0,-1,-1
2450,10153358,0,0,-1,-1
2451,10000550,1,0,-1,-1
2452,10213189,1,0,-1,-1
2453,10218816,1,1,-1,-1
2454,10003506,1,0,-1,-1
2455,10177619,1,1,-1,-1
2456,10058032,1,1,-1,-1
2457,10216002,0,0,-1,-1
2458,10133692,1,0,-1,-1
2459,10242022,0,0,-1,-1
2460,10233500,1,1,-1,-1
2461,10253927,1,0,-1,-1
2462,10253189,1,0,-1,-1
2463,10076076,0,1,-1,-1
2464,10184887,1,0,-1,-1
2465,10012607,1,1,-1,-1
2466,10201019,1,1,-1,-1
2467,10017414,1,1,-1,-1
2468,10236154,1,1,-1,-1
2469,10168664,1,0,-1,-1
2470,10231686,1,0,-1,-1
2471,10082921,1,0,-1,-1
2472,10107405,1,0,-1,-1
2473,10071581,1,0,-1,-1
2474,10033714,1,0,-1,-1
2475,10264121,1,1,-1,-1
2476,10220492,1,1,-1,-1
2477,10170309,1,0,-1,-1
2478,10008841,0,0,-1,-1
2479,10041351,0,0,-1,-1
2480,10165061,1,1,-1,-1
2481,10027982,1,1,-1,-1
2482,10052268,1,1,-1,-1
2483,10168416,1,1,-1,-1
2484,10063643,1,1,-1,-1
2485,10240061,1,1,-1,-1
2486,10216355,1,0,-1,-1
2487,10144890,1,1,-1,-1
2488,10042812,1,1,-1,-1
2489,10247590,1,1,-1,-1
2490,10246765,1,0,-1,-1
2491,10012801,1,1,-1,-1
2492,10147935,1,0,-1,-1
2493,10066128,1,1,-1,-1
2494,10050304,1,1,-1,-1
2495,10142138,1,0,-1,-1
2496,10217633,1,0,-1,-1
2497,10040970,0,0,-1,-1
2498,10145543,1,0,-1,-1
2499,10183790,1,1,-1,-1
2500,10210438,1,1,-1,-1
2501,10147609,1,1,-1,-1
2502,10040184,1,0,-1,-1
2503,10066093,1,0,-1,-1
2504,10116997,1,0,-1,-1
2505,10065511,1,1,-1,-1
2506,10204962,0,0,-1,-1
2507,10007199,1,1,-1,-1
2508,10248405,1,0,-1,-1
2509,10107827,1,1,-1,-1
2510,10141907,1,1,-1,-1
2511,10001902,1,0,-1,-1
2512,10046831,1,0,-1,-1
2513,10137875,1,0,-1,-1
2514,10250491,1,0,-1,-1
2515,10271263,1,0,-1,-1
2516,10017748,1,0,-1,-1
2517,10273546,1,1,-1,-1
2518,10201666,1,1,-1,-1
2519,10177233,1,0,-1,-1
2520,10038143,1,0,-1,-1
2521,10060973,1,0,-1,-1
2522,10074301,1,1,-1,-1
2523,10033927,0,1,-1,-1
2524,10031583,1,0,-1,-1
2525,10142345,1,1,-1,-1
2526,10109490,1,1,-1,-1
2527,10016259,1,1,-1,-1
2528,10073187,1,1,-1,-1
2529,10004221,1,1,-1,-1
2530,10236859,1,0,-1,-1
2531,10160473,1,0,-1,-1
2532,10078888,1,0,-1,-1
2533,10246668,1,1,-1,-1
2534,10175455,1,1,-1,-1
2535,10015694,1,0,-1,-1
2536,10107831,1,0,-1,-1
2537,10132682,1,1,-1,-1
2538,10029487,1,0,-1,-1
2539,10157197,1,0,-1,-1
2540,10028972,1,0,-1,-1
2541,10180716,1,0,-1,-1
2542,10154205,1,1,-1,-1
2543,10194615,0,0,-1,-1
2544,10218428,1,1,-1,-1
2545,10053045,1,0,-1,-1
2546,10027080,1,0,-1,-1
2547,10032109,1,0,-1,-1
2548,10054317,1,1,-1,-1
2549,10026856,1,1,-1,-1
2550,10176449,1,1,-1,-1
2551,10120543,1,1,-1,-1
2552,10134939,1,0,-1,-1
2553,10082744,0,0,-1,-1
2554,10156572,0,0,-1,-1
2555,10040409,1,1,-1,-1
2556,10020288,1,1,-1,-1
2557,10214819,1,1,-1,-1
2558,10080537,1,1,-1,-1
2559,10039917,1,0,-1,-1
2560,10052812,1,0,-1,-1
2561,10037248,1,1,-1,-1
2562,10062161,1,0,-1,-1
2563,10007812,1,1,-1,-1
2564,10255042,1,0,-1,-1
2565,10150612,1,1,-1,-1
2566,10190438,1,1,-1,-1
2567,10078435,1,1,-1,-1
2568,10054032,0,0,-1,-1
2569,10189648,1,0,-1,-1
2570,10205197,1,0,-1,-1
2571,10269673,1,1,-1,-1
2572,10124258,1,0,-1,-1
2573,10003991,1,1,-1,-1
2574,10076471,1,1,-1,-1
2575,10123148,0,0,-1,-1
2576,10102769,1,1,-1,-1
2577,10248654,1,1,-1,-1
2578,10267954,1,0,-1,-1
2579,10127001,1,1,-1,-1
2580,10117680,1,0,-1,-1
2581,10269227,1,0,-1,-1
2582,10117654,1,0,-1,-1
2583,10215569,1,1,-1,-1
2584,10203136,1,1,-1,-1
2585,10015841,1,0,-1,-1
2586,10087310,1,0,-1,-1
2587,10014647,1,0,-1,-1
2588,10110735,1,0,-1,-1
2589,10197881,1,1,-1,-1
2590,10267886,1,0,-1,-1
2591,10044000,1,0,-1,-1
2592,10080283,1,1,-1,-1
2593,10039438,1,1,-1,-1
2594,10005288,1,1,-1,-1
2595,10057460,1,1,-1,-1
2596,10242944,1,1,-1,-1
2597,10038462,1,0,-1,-1
2598,10224502,0,0,-1,-1
2599,10073817,1,0,-1,-1
2600,10229265,1,1,-1,-1
2601,10244502,1,1,-1,-1
2602,10160636,1,1,-1,-1
2603,10217090,1,1,-1,-1
2604,10217732,1,0,-1,-1
2605,10043915,1,1,-1,-1
2606,10146297,1,1,-1,-1
2607,10182006,1,1,-1,-1
2608,10213238,1,0,-1,-1
2609,10199671,1,1,-1,-1
2610,10208044,1,0,-1,-1
2611,10144687,1,1,-1,-1
2612,10239606,1,0,-1,-1
2613,10199168,1,1,-1,-1
2614,10091170,1,1,-1,-1
2615,10211141,1,1,-1,-1
2616,10058451,1,0,-1,-1
2617,10063002,0,0,-1,-1
2618,10064462,0,0,-1,-1
2619,10039622,1,0,-1,-1
2620,10231779,0,0,-1,-1
2621,10062286,1,0,-1,-1
2622,10110454,0,0,-1,-1
2623,10215438,1,1,-1,-1
2624,10146684,1,0,-1,-1
2625,10135797,1,1,-1,-1
2626,10141088,1,1,-1,-1
2627,10081197,1,1,-1,-1
2628,10139600,1,1,-1,-1
2629,10036964,1,0,-1,-1
2630,10218135,1,0,-1,-1
2631,10185490,1,1,-1,-1
2632,10173707,1,0,-1,-1
2633,10064080,1,1,-1,-1
2634,10138826,1,0,-1,-1
2635,10111707,0,0,-1,-1
2636,10138444,1,1,-1,-1
2637,10078180,1,1,-1,-1
2638,10160865,1,1,-1,-1
2639,10263678,1,0,-1,-1
2640,10060378,1,0,-1,-1
2641,10188720,1,1,-1,-1
2642,10170602,1,1,-1,-1
2643,10112494,1,0,-1,-1
2644,10263542,1,1,-1,-1
2645,10269668,1,1,-1,-1
2646,10233433,1,1,-1,-1
2647,10184420,1,0,-1,-1
2648,10169946,1,0,-1,-1
2649,10254133,1,0,-1,-1
2650,10148446,1,1,-1,-1
2651,10025321,1,0,-1,-1
2652,10236772,0,0,-1,-1
2653,10174567,1,0,-1,-1
2654,10166931,1,0,-1,-1
2655,10077796,1,0,-1,-1
2656,10226682,1,0,-1,-1
2657,10052733,1,0,-1,-1
2658,10056870,1,0,-1,-1
2659,10132364,0,0,-1,-1
2660,10098696,0,0,-1,-1
2661,10219480,1,1,-1,-1
2662,10196502,1,0,-1,-1
2663,10130185,0,0,-1,-1
2664,10148998,0,1,-1,-1
2665,10118655,1,0,-1,-1
2666,10000774,1,0,-1,-1
2667,10188376,0,0,-1,-1
2668,10065200,1,1,-1,-1
2669,10105988,1,1,-1,-1
2670,10115239,1,1,-1,-1
2671,10130702,1,1,-1,-1
2672,10104093,0,0,-1,-1
2673,10166100,1,0,-1,-1
2674,10083284,1,1,-1,-1
2675,10222850,1,0,-1,-1
2676,10250983,1,0,-1,-1
2677,10095587,1,1,-1,-1
2678,10044813,0,0,-1,-1
2679,10068439,1,1,-1,-1
2680,10102361,1,0,-1,-1
2681,10269663,1,1,-1,-1
2682,10100589,1,0,-1,-1
2683,10209725,0,0,-1,-1
2684,10094945,1,1,-1,-1
2685,10040481,1,0,-1,-1
2686,10141534,1,1,-1,-1
2687,10229645,0,1,-1,-1
2688,10017068,0,1,-1,-1
2689,10144575,1,0,-1,-1
2690,10163243,1,0,-1,-1
2691,10003458,1,1,-1,-1
2692,10196095,0,0,-1,-1
2693,10122312,0,0,-1,-1
2694,10098649,1,0,-1,-1
2695,10242103,1,0,-1,-1
2696,10083191,1,1,-1,-1
2697,10115073,1,0,-1,-1
2698,10054856,1,0,-1,-1
2699,10128313,1,0,-1,-1
2700,10164841,0,1,-1,-1
2701,10057155,1,0,-1,-1
2702,10207144,0,0,-1,-1
2703,10093711,1,0,-1,-1
2704,10077750,1,0,-1,-1
2705,10202867,1,0,-1,-1
2706,10013082,1,0,-1,-1
2707,10124043,1,0,-1,-1
2708,10256200,1,0,-1,-1
2709,10239421,1,1,-1,-1
2710,10112752,1,1,-1,-1
2711,10035515,1,0,-1,-1
2712,10202561,1,0,-1,-1
2713,10264011,0,0,-1,-1
2714,10130804,1,0,-1,-1
2715,10210488,1,1,-1,-1
2716,10195570,0,0,-1,-1
2717,10090433,1,1,-1,-1
2718,10269954,1,0,-1,-1
2719,10185066,0,0,-1,-1
2720,10160364,1,0,-1,-1
2721,10134483,1,0,-1,-1
2722,10225366,1,0,-1,-1
2723,10151881,1,0,-1,-1
2724,10025363,1,1,-1,-1
2725,10201775,1,1,-1,-1
2726,10013043,1,1,-1,-1
2727,10252289,1,0,-1,-1
2728,10125477,1,1,-1,-1
2729,10069776,1,0,-1,-1
2730,10190959,1,0,-1,-1
2731,10242483,1,1,-1,-1
2732,10132299,1,0,-1,-1
2733,10169569,1,0,-1,-1
2734,10001221,0,0,-1,-1
2735,10164429,1,0,-1,-1
2736,10185486,1,0,-1,-1
2737,10254820,1,0,-1,-1
2738,10016573,1,0,-1,-1
2739,10196840,1,1,-1,-1
2740,10224575,1,1,-1,-1
2741,10264421,1,0,-1,-1
2742,10222068,1,0,-1,-1
2743,10183898,1,1,-1,-1
2744,10016649,1,0,-1,-1
2745,10008491,1,0,-1,-1
2746,10128469,1,0,-1,-1
2747,10051555,1,1,-1,-1
2748,10193173,1,1,-1,-1
2749,10212419,1,1,-1,-1
2750,10223828,0,0,-1,-1
2751,10175312,1,1,-1,-1
2752,10138221,1,0,-1,-1
2753,10081143,1,0,-1,-1
2754,10093636,1,0,-1,-1
2755,10144317,1,1,-1,-1
2756,10055930,1,0,-1,-1
2757,10027797,1,1,-1,-1
2758,10007217,1,0,-1,-1
2759,10191224,1,1,-1,-1
2760,10158841,1,1,-1,-1
2761,10221957,1,0,-1,-1
2762,10023194,1,0,-1,-1
2763,10150120,1,0,-1,-1
2764,10227218,1,0,-1,-1
2765,10142447,1,0,-1,-1
2766,10198752,1,0,-1,-1
2767,10226718,0,0,-1,-1
2768,10031466,1,0,-1,-1
2769,10107255,1,1,-1,-1
2770,10253399,1,0,-1,-1
2771,10184584,1,1,-1,-1
2772,10093561,1,0,-1,-1
2773,10209388,1,0,-1,-1
2774,10033924,1,1,-1,-1
2775,10152721,1,1,-1,-1
2776,10072946,1,0,-1,-1
2777,10146874,1,0,-1,-1
2778,10137031,1,0,-1,-1
2779,10037774,1,0,-1,-1
2780,10220587,1,1,-1,-1
2781,10180744,1,0,-1,-1
2782,10146752,1,1,-1,-1
2783,10205215,1,0,-1,-1
2784,10176126,1,1,-1,-1
2785,10066275,0,0,-1,-1
2786,10029896,1,1,-1,-1
2787,10067320,1,1,-1,-1
2788,10195023,1,0,-1,-1
2789,10209514,1,0,-1,-1
2790,10023104,1,1,-1,-1
2791,10017560,1,1,-1,-1
2792,10074399,1,0,-1,-1
2793,10040305,1,1,-1,-1
2794,10192907,1,0,-1,-1
2795,10206928,1,0,-1,-1
2796,10158177,1,1,-1,-1
2797,10085539,1,0,-1,-1
2798,10027324,1,0,-1,-1
2799,10196738,1,1,-1,-1
2800,10117242,1,0,-1,-1
2801,10126786,0,0,-1,-1
2802,10012501,0,0,-1,-1
2803,10013259,1,0,-1,-1
2804,10000334,1,0,-1,-1
2805,10158276,1,1,-1,-1
2806,10055360,1,0,-1,-1
2807,10124449,1,0,-1,-1
2808,10043945,1,0,-1,-1
2809,10136603,1,0,-1,-1
2810,10074384,1,1,-1,-1
2811,10101505,1,0,-1,-1
2812,10219616,1,1,-1,-1
2813,10011531,1,0,-1,-1
2814,10120590,1,1,-1,-1
2815,10203862,1,0,-1,-1
2816,10271144,1,0,-1,-1
2817,10082935,1,1,-1,-1
2818,10193656,1,1,-1,-1
2819,10102531,1,0,-1,-1
2820,10249986,1,1,-1,-1
2821,10159193,1,0,-1,-1
2822,10218474,1,0,-1,-1
2823,10145777,1,1,-1,-1
2824,10100641,1,1,-1,-1
2825,10042874,1,1,-1,-1
2826,10244837,1,1,-1,-1
2827,10050498,1,1,-1,-1
2828,10118333,1,1,-1,-1
2829,10216211,1,0,-1,-1
2830,10023315,1,1,-1,-1
2831,10195668,1,1,-1,-1
2832,10036174,1,1,-1,-1
2833,10081975,1,1,-1,-1
2834,10195044,1,1,-1,-1
2835,10166462,1,0,-1,-1
2836,10219803,1,0,-1,-1
2837,10067197,1,1,-1,-1
2838,10105350,1,0,-1,-1
2839,10040139,1,0,-1,-1
2840,10112613,1,1,-1,-1
2841,10273685,1,0,-1,-1
2842,10231036,1,1,-1,-1
2843,10096204,1,1,-1,-1
2844,10123207,1,1,-1,-1
2845,10013214,1,0,-1,-1
2846,10032116,1,0,-1,-1
2847,10194621,1,0,-1,-1
2848,10101167,1,1,-1,-1
2849,10009092,1,1,-1,-1
2850,10000373,1,1,-1,-1
2851,10005494,1,0,-1,-1
2852,10229175,1,0,-1,-1
2853,10101539,1,0,-1,-1
2854,10032244,1,1,-1,-1
