,Loan_Amount_Requested,Length_Employed,Home_Owner,Annual_Income,Income_Verified,Purpose_Of_Loan,Debt_To_Income,Inquiries_Last_6Mo,Months_Since_Deliquency,Number_Open_Accounts,Total_Accounts,Gender,Length_Employed_10+ years,Length_Employed_2 years,Length_Employed_3 years,Length_Employed_4 years,Length_Employed_5 years,Length_Employed_6 years,Length_Employed_7 years,Length_Employed_8 years,Length_Employed_9 years,Length_Employed_< 1 year,Home_Owner_None,Home_Owner_Other,Home_Owner_Own,Home_Owner_Rent,Income_Verified_VERIFIED - income source,Income_Verified_not verified,Purpose_Of_Loan_credit_card,Purpose_Of_Loan_debt_consolidation,Purpose_Of_Loan_educational,Purpose_Of_Loan_home_improvement,Purpose_Of_Loan_house,Purpose_Of_Loan_major_purchase,Purpose_Of_Loan_medical,Purpose_Of_Loan_moving,Purpose_Of_Loan_other,Purpose_Of_Loan_renewable_energy,Purpose_Of_Loan_small_business,Purpose_Of_Loan_vacation,Purpose_Of_Loan_wedding,Gender_Male
6358,15000.0,3 years,Mortgage,160000.0,VERIFIED - income source,home_improvement,8.47,2,40.0,11,19,Female,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6359,9875.0,3 years,Mortgage,35000.0,not verified,credit_card,9.64,0,58.0,10,13,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6360,1600.0,4 years,Rent,33000.0,VERIFIED - income,home_improvement,23.42,1,56.0,10,18,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6361,10850.0,1 year,Rent,113000.0,VERIFIED - income source,credit_card,11.27,4,47.0,5,37,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6362,12250.0,7 years,Own,35000.0,VERIFIED - income,debt_consolidation,17.21,0,48.0,7,20,Female,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6363,2200.0,10+ years,Mortgage,73000.0,VERIFIED - income source,car,18.03,1,3.0,6,29,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6364,35000.0,8 years,Mortgage,73000.0,VERIFIED - income,debt_consolidation,10.06,1,12.0,15,56,Female,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6365,14000.0,10+ years,Mortgage,50000.0,VERIFIED - income source,debt_consolidation,11.26,1,53.0,7,21,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6366,8875.0,2 years,Mortgage,26000.0,not verified,debt_consolidation,26.49,0,55.0,9,15,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6367,25000.0,6 years,Mortgage,182000.0,VERIFIED - income source,debt_consolidation,9.73,0,39.0,20,46,Male,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6368,10000.0,7 years,Own,45000.0,VERIFIED - income source,debt_consolidation,34.21,2,49.0,15,30,Female,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6369,10000.0,3 years,Mortgage,42537.0,VERIFIED - income source,debt_consolidation,12.5,0,42.0,6,19,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6370,10000.0,8 years,Own,32000.0,VERIFIED - income source,debt_consolidation,25.28,1,66.0,8,25,Male,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6371,21000.0,10+ years,Rent,92700.0,VERIFIED - income source,debt_consolidation,20.43,1,49.0,16,23,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6372,9000.0,2 years,Mortgage,120000.0,VERIFIED - income,home_improvement,6.65,1,48.0,5,11,Female,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6373,11200.0,1 year,Mortgage,38000.0,not verified,medical,7.36,0,51.0,9,9,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6374,13950.0,4 years,Mortgage,84000.0,VERIFIED - income source,debt_consolidation,13.13,1,48.0,8,18,Female,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6375,30000.0,< 1 year,Mortgage,82000.0,VERIFIED - income,debt_consolidation,19.1,0,10.0,9,20,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6376,12000.0,1 year,Rent,73000.0,VERIFIED - income source,credit_card,2.69,0,22.0,14,16,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6377,35000.0,9 years,Rent,125000.0,VERIFIED - income source,debt_consolidation,10.4,0,49.0,20,28,Female,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,35000.0,2 years,Mortgage,324000.0,VERIFIED - income source,home_improvement,16.87,2,19.0,18,44,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6379,10000.0,2 years,Rent,52000.0,VERIFIED - income source,debt_consolidation,26.96,0,33.0,23,43,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6380,11700.0,2 years,Mortgage,47500.0,not verified,small_business,11.82,0,13.0,7,21,Female,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6381,21000.0,2 years,Mortgage,80000.0,VERIFIED - income source,debt_consolidation,22.1,0,18.0,10,23,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6382,10000.0,4 years,Mortgage,44000.0,not verified,debt_consolidation,31.15,0,21.0,11,25,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6383,20000.0,1 year,Rent,52000.0,VERIFIED - income,debt_consolidation,24.02,1,80.0,15,19,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6384,15000.0,6 years,Rent,80000.0,not verified,debt_consolidation,15.81,1,63.0,11,19,Female,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6385,6000.0,8 years,Rent,75000.0,VERIFIED - income source,credit_card,24.56,0,13.0,17,49,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6386,25000.0,10+ years,Mortgage,66000.0,VERIFIED - income source,debt_consolidation,14.47,0,43.0,5,19,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6387,15575.0,4 years,Rent,93000.0,VERIFIED - income source,home_improvement,11.12,0,73.0,9,27,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6388,3000.0,5 years,Rent,34000.0,not verified,home_improvement,24.14,1,73.0,6,17,Female,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6389,12250.0,6 years,Mortgage,48000.0,VERIFIED - income source,debt_consolidation,27.45,0,29.0,11,17,Male,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6390,35000.0,10+ years,Mortgage,176000.0,VERIFIED - income,other,3.69,1,47.0,11,29,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6391,16000.0,< 1 year,Own,72000.0,VERIFIED - income source,debt_consolidation,25.37,0,1.0,11,37,Male,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6392,21000.0,8 years,Mortgage,132840.0,not verified,home_improvement,13.52,3,8.0,18,48,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6393,9500.0,3 years,Own,49000.0,VERIFIED - income source,debt_consolidation,17.19,0,73.0,10,17,Male,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6394,20000.0,10+ years,Mortgage,98916.0,VERIFIED - income source,debt_consolidation,15.39,0,2.0,10,30,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6395,25000.0,1 year,Rent,80000.0,VERIFIED - income,debt_consolidation,8.12,0,32.0,6,9,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6396,6000.0,2 years,Rent,30000.0,not verified,debt_consolidation,18.08,1,21.0,8,14,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6397,15250.0,7 years,Mortgage,47000.0,VERIFIED - income,debt_consolidation,34.83,1,50.0,10,27,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6398,20000.0,10+ years,Mortgage,80000.0,VERIFIED - income source,credit_card,32.01,1,7.0,15,28,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6399,12000.0,4 years,Rent,73000.0,VERIFIED - income source,debt_consolidation,14.86,1,77.0,7,16,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6400,8000.0,10+ years,Own,73000.0,VERIFIED - income,credit_card,23.64,3,41.0,8,42,Female,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6401,21725.0,4 years,Mortgage,73000.0,VERIFIED - income,debt_consolidation,19.63,1,24.0,12,19,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6402,10000.0,< 1 year,Rent,48000.0,not verified,debt_consolidation,22.09,1,56.0,10,22,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6403,7500.0,4 years,Rent,21000.0,VERIFIED - income source,other,30.34,0,61.0,7,11,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6404,9600.0,10+ years,Rent,81000.0,VERIFIED - income source,debt_consolidation,19.38,1,18.0,21,61,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6405,25000.0,6 years,Mortgage,72000.0,VERIFIED - income,debt_consolidation,33.12,1,31.0,17,62,Male,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6406,12800.0,< 1 year,Rent,73000.0,VERIFIED - income source,credit_card,10.59,0,11.0,9,22,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6407,5000.0,8 years,Rent,240000.0,VERIFIED - income source,other,4.63,1,6.0,14,24,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6408,6300.0,6 years,Mortgage,73000.0,not verified,car,3.66,1,38.0,7,10,Male,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6409,14400.0,10+ years,Mortgage,74000.0,VERIFIED - income source,debt_consolidation,20.63,0,10.0,10,25,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6410,26125.0,7 years,Rent,59500.0,VERIFIED - income source,debt_consolidation,11.46,0,50.0,9,20,Female,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6411,31500.0,10+ years,Rent,90000.0,VERIFIED - income source,credit_card,13.87,0,63.0,12,36,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6412,6000.0,1 year,Rent,30000.0,VERIFIED - income source,debt_consolidation,22.24,1,34.0,6,10,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6413,10000.0,2 years,Own,70000.0,VERIFIED - income,vacation,28.67,1,67.0,11,29,Male,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6414,11000.0,7 years,Rent,55000.0,not verified,credit_card,14.84,0,41.0,12,23,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6415,6000.0,2 years,Rent,50000.0,not verified,major_purchase,10.61,0,6.0,11,12,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6416,14375.0,2 years,Mortgage,40000.0,not verified,debt_consolidation,34.62,1,45.0,11,34,Female,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6417,11000.0,4 years,Rent,39500.0,VERIFIED - income source,debt_consolidation,21.48,0,16.0,11,15,Female,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6418,12000.0,2 years,Mortgage,73000.0,not verified,debt_consolidation,19.01,1,58.0,14,35,Female,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6419,4000.0,7 years,Mortgage,45000.0,VERIFIED - income,debt_consolidation,16.68,1,36.0,9,16,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6420,20000.0,2 years,Mortgage,223478.0,not verified,debt_consolidation,14.28,0,59.0,16,31,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6421,10000.0,10+ years,Mortgage,41160.0,VERIFIED - income,debt_consolidation,31.24,1,29.0,11,21,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6422,16000.0,< 1 year,Rent,50000.0,VERIFIED - income,debt_consolidation,17.77,3,22.0,17,36,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6423,10000.0,3 years,Rent,73000.0,VERIFIED - income source,debt_consolidation,12.99,0,26.0,11,17,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6424,20000.0,10+ years,Mortgage,73000.0,VERIFIED - income source,debt_consolidation,13.34,0,2.0,16,45,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6425,12000.0,3 years,Mortgage,80000.0,not verified,house,13.49,0,40.0,19,48,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6426,35000.0,3 years,Mortgage,310000.0,VERIFIED - income,debt_consolidation,8.22,0,49.0,11,27,Female,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6427,10800.0,5 years,Mortgage,29000.0,VERIFIED - income source,credit_card,19.91,0,36.0,11,16,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6428,5250.0,< 1 year,Rent,73000.0,VERIFIED - income,debt_consolidation,34.8,0,27.0,12,34,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6429,18650.0,10+ years,Mortgage,155000.0,VERIFIED - income,debt_consolidation,22.86,4,65.0,14,22,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6430,10675.0,6 years,Mortgage,75600.0,VERIFIED - income source,debt_consolidation,10.11,0,35.0,10,22,Male,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6431,16000.0,2 years,Rent,155000.0,VERIFIED - income,debt_consolidation,11.7,2,2.0,18,37,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6432,4800.0,8 years,Rent,58546.0,not verified,debt_consolidation,16.2,2,75.0,8,20,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6433,9600.0,10+ years,Rent,57000.0,VERIFIED - income source,debt_consolidation,22.72,0,15.0,8,15,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6434,26375.0,5 years,Rent,60000.0,VERIFIED - income,debt_consolidation,27.96,1,52.0,16,27,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6435,11975.0,10+ years,Own,40000.0,VERIFIED - income,debt_consolidation,28.05,0,58.0,32,61,Male,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6436,12000.0,3 years,Mortgage,45000.0,not verified,credit_card,12.74,0,78.0,12,20,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6437,2400.0,5 years,Rent,73000.0,VERIFIED - income,small_business,5.87,0,25.0,6,12,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6438,27975.0,10+ years,Rent,63000.0,VERIFIED - income,debt_consolidation,25.94,0,12.0,13,30,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6439,16250.0,1 year,Rent,80000.0,VERIFIED - income source,house,13.02,0,12.0,7,16,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6440,10000.0,3 years,Own,28000.0,not verified,debt_consolidation,11.83,0,45.0,8,14,Male,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6441,11000.0,10+ years,Mortgage,32000.0,not verified,debt_consolidation,16.04,0,56.0,8,19,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6442,35000.0,4 years,Rent,73000.0,VERIFIED - income,car,8.03,2,10.0,6,35,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6443,25000.0,10+ years,Mortgage,100000.0,VERIFIED - income source,debt_consolidation,20.54,1,55.0,12,20,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6444,35000.0,5 years,Mortgage,80000.0,VERIFIED - income,debt_consolidation,29.37,0,23.0,19,45,Female,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6445,13250.0,7 years,Mortgage,125000.0,VERIFIED - income source,debt_consolidation,5.3,0,72.0,9,19,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6446,11200.0,7 years,Mortgage,69800.0,VERIFIED - income source,debt_consolidation,16.27,0,39.0,8,28,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6447,10800.0,4 years,Own,21600.0,VERIFIED - income source,car,6.89,2,10.0,3,4,Male,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6448,8000.0,8 years,Mortgage,45000.0,not verified,debt_consolidation,20.61,1,19.0,8,18,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6449,10000.0,1 year,Rent,35000.0,not verified,other,7.0,1,52.0,9,9,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6450,12000.0,10+ years,Own,150000.0,VERIFIED - income source,debt_consolidation,18.82,0,41.0,12,30,Male,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6451,32350.0,10+ years,Rent,110000.0,VERIFIED - income,debt_consolidation,12.43,2,33.0,8,24,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6452,15000.0,5 years,Mortgage,43000.0,VERIFIED - income source,debt_consolidation,27.41,0,23.0,9,10,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6453,25000.0,2 years,Mortgage,73000.0,VERIFIED - income source,credit_card,22.82,1,9.0,10,23,Female,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6454,16000.0,3 years,Mortgage,85000.0,VERIFIED - income source,credit_card,15.3,2,81.0,8,25,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6455,19075.0,2 years,Own,55000.0,VERIFIED - income,other,19.49,1,63.0,8,18,Female,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6456,14000.0,5 years,Mortgage,115000.0,VERIFIED - income,debt_consolidation,25.77,1,24.0,18,42,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6457,18000.0,10+ years,Rent,65000.0,VERIFIED - income source,credit_card,22.43,0,44.0,14,25,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6458,20000.0,1 year,Mortgage,75000.0,VERIFIED - income,credit_card,28.18,1,10.0,18,41,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6459,4450.0,1 year,Rent,30000.0,VERIFIED - income,debt_consolidation,25.46,3,68.0,9,26,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6460,10000.0,< 1 year,Rent,73000.0,not verified,debt_consolidation,21.91,2,41.0,13,31,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6461,8000.0,< 1 year,Mortgage,45600.0,VERIFIED - income source,credit_card,26.42,0,18.0,6,14,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6462,8000.0,5 years,Rent,73000.0,VERIFIED - income source,debt_consolidation,19.01,1,33.0,8,14,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6463,11875.0,7 years,Mortgage,59136.0,not verified,debt_consolidation,19.62,1,77.0,7,15,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6464,23675.0,10+ years,Rent,54500.0,VERIFIED - income,credit_card,24.11,0,37.0,8,11,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6465,3300.0,10+ years,Rent,117000.0,VERIFIED - income source,other,24.04,1,73.0,22,51,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6466,29275.0,< 1 year,Mortgage,73000.0,VERIFIED - income source,medical,15.04,0,5.0,15,31,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6467,4350.0,10+ years,Rent,25000.0,VERIFIED - income source,credit_card,15.12,0,6.0,10,20,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6468,9750.0,3 years,Rent,50500.0,VERIFIED - income,debt_consolidation,17.62,1,33.0,6,12,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6469,25475.0,3 years,Own,67000.0,VERIFIED - income,debt_consolidation,23.27,0,45.0,7,32,Male,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6470,2400.0,10+ years,Rent,8500.0,not verified,debt_consolidation,19.01,0,2.0,4,16,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6471,23875.0,10+ years,Mortgage,65000.0,VERIFIED - income source,major_purchase,6.55,0,80.0,13,40,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6472,9600.0,1 year,Rent,62500.0,not verified,debt_consolidation,13.9,0,25.0,9,18,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6473,8000.0,7 years,Rent,82500.0,VERIFIED - income,debt_consolidation,18.02,3,13.0,14,30,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6474,14000.0,2 years,Mortgage,79000.0,VERIFIED - income source,debt_consolidation,18.15,2,35.0,15,26,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6475,16150.0,6 years,Mortgage,46000.0,VERIFIED - income,credit_card,4.88,0,44.0,8,23,Female,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
